ID,employ,gender_us,age_us,birthyr,region_us,division,inputstate,race,educ,marstat,sexuality,child18,faminc_new,social_nets_mem__1,social_nets_mem__2,social_nets_mem__3,social_nets_mem__4,social_nets_mem__5,social_nets_mem__6,social_nets_mem__7,social_nets_mem__8,social_nets_mem__9,social_nets_mem__10,social_nets_mem__11,social_nets_mem__12,social_nets_mem__13,social_nets_mem__97,social_nets_mem__98,social_nets_mem__99,social_nets_mem_other,inputzipdma_recode,hholdsize,e14_presvote12,presvote16post,ideo5,votereg,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B3,age_cross,faminc_new_r,race_w8,race_xbreak,educ_w8,age_gender,w_age_gender,w_demogs,country,age_int_all,age_grp_all,gender,age,region,duration,weight_pol
910,1,1,41,1976,3,5,45,2,5,1,1,2,7,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0, ,519,2,1,1,3,1,2,1,1,2,3,2,3,3,4,3,4,3,4,2,2,2,2,3,2,3,19,230,41,3,1,41,3,22.4833333333,.992409849
911,4,2,35,1983,2,3,55,1,4,6,1,2,7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0, ,702,2,4,7,5,2,1,2,2,1,1,1,1,1,5,3,2,3,3,2,2,1,1,2,5,8,62,230,35,3,2,35,2,37.55,1.747360887
912,1,2,20,1997,1,2,36,1,2,5,1,1,97,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0, ,501,5,4,7,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,1,1,4,6,49,230,20,1,2,20,1,5.8,.902909554
913,1,2,56,1962,1,2,36,1,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,501,3,4,7,6,3,1,2,2,1,1,1,1,1,2,1,1,1,5,3,1,1,1,2,6,10,74,230,56,5,2,56,1,10.9,1.973142357
914,2,2,61,1957,1,2,34,1,2,1,1,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,504,3,2,2,3,1,1,1,1,1,1,1,3,3,3,4,4,4,5,3,2,1,1,1,6,10,73,230,61,5,2,61,1,24.4833333333,.659966269
915,1,1,32,1986,1,2,36,4,2,1,1,1,97,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,501,6,1,1,3,1,1,2,1,1,2,1,3,3,5,3,4,3,3,1,4,1,4,1,1,2,13,230,32,2,1,32,1,7.95,.603115182
916,1,2,26,1991,1,2,36,1,5,5,1,2,4,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0, ,501,2,1,1,2,1,1,1,1,1,3,4,5,2,5,3,4,3,5,1,1,1,1,3,4,7,51,230,26,2,2,26,1,45.8,.686796636
917,5,2,64,1953,3,7,48,1,5,1,1,2,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0, ,635,2,2,2,4,1,2,2,2,1,1,2,5,4,3,5,4,3,5,3,3,1,1,3,6,10,75,230,64,5,2,64,3,16.5666666667,.754948603
918,1,2,53,1964,1,2,36,1,2,5,1,2,97,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0, ,538,3,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,5,5,2,4,1,1,1,5,9,73,230,53,4,2,53,1,17.4666666667,.643092772
919,1,1,57,1960,1,2,42,1,2,1,1,2,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,504,3,1,1,3,1,2,4,2,1,2,4,2,2,4,2,1,1,4,3,3,1,1,1,3,5,25,230,57,5,1,57,1,19.0333333333,.733324266
920,1,1,34,1984,1,2,42,1,2,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,566,5,2,2,4,1,3,2,1,3,1,5,4,5,5,3,5,5,4,1,3,1,1,1,1,2,13,230,34,2,1,34,1,8.41666666667,.618939745
921,7,2,33,1984,4,9,6,3,5,1,1,1,7,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0, ,807,2,4,7,3,2,4,4,4,4,4,4,5,4,5,5,5,4,5,1,2,3,3,3,4,7,71,230,33,2,2,33,4,23.4333333333,1.212533486
922,1,2,27,1990,3,5,12,3,4,1,1,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0, ,534,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,4,7,58,230,27,2,2,27,3,5.73333333333,.254749109
923,7,2,33,1985,2,3,17,1,3,1,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,602,3,2,2,4,1,1,1,1,1,2,1,5,3,4,5,3,5,3,1,2,1,1,2,4,7,62,230,33,2,2,33,2,11.1166666667,.605163158
924,6,2,43,1974,3,7,48,1,3,1,4,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,709,2,1,7,2,1,2,2,2,1,3,2,5,2,4,5,3,4,3,2,1,1,1,2,5,8,62,230,43,3,2,43,3,38.95,.862544083
925,1,2,23,1994,4,9,6,1,5,5,1,2,16,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,803,3,1,1,1,1,2,2,2,1,2,1,3,5,5,3,3,5,5,1,3,1,1,3,4,6,51,230,23,1,2,23,4,4.28333333333,.686796636
926,1,2,24,1993,2,3,26,1,4,5,1,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0, ,551,2,1,1,1,1,2,2,2,1,4,1,2,2,2,1,4,2,5,1,1,1,1,2,4,6,50,230,24,1,2,24,2,10.4833333333,.621668788
927,1,1,39,1978,3,7,48,1,4,1,1,2,8,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0, ,635,2,1,7,6,1,1,2,1,1,1,4,1,1,5,4,1,5,1,2,2,1,1,2,2,3,14,230,39,3,1,39,3,7.9,.913447817
928,6,2,45,1972,2,3,26,1,2,1,1,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,505,3,1,3,3,1,1,1,1,1,1,1,5,1,1,5,1,5,5,2,1,1,1,1,5,9,73,230,45,4,2,45,2,14.6666666667,.293832133
929,5,2,58,1959,3,5,13,1,5,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,524,2,2,2,4,1,2,1,2,1,4,1,5,3,5,5,3,5,5,3,2,1,1,3,6,10,75,230,58,5,2,58,3,16.9166666667,.754948603
930,1,2,30,1988,4,8,8,1,4,5,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,751,4,2,2,5,1,2,1,2,1,3,2,2,3,4,1,2,5,5,1,2,1,1,2,4,7,62,230,30,2,2,30,4,16.0833333333,.605163158
931,6,1,58,1959,3,6,1,1,2,1,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,630,4,4,7,3,1,1,2,2,1,1,2,5,3,4,5,3,5,4,3,4,1,1,1,3,5,25,230,58,5,1,58,3,9.08333333333,1.10282802
932,7,2,34,1983,2,3,39,1,3,1,1,1,97,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0, ,542,4,1,1,3,1,2,2,2,1,3,1,4,3,4,3,3,3,4,1,4,1,1,2,4,7,62,230,34,2,2,34,2,19.9333333333,.589690823
933,6,2,18,2000,1,2,36,4,3,5,4,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,501,3,4,7,3,2,1,1,1,1,2,2,2,2,2,1,1,2,3,1,1,1,4,2,4,6,50,230,18,1,2,18,1,7.45,1.842117396
934,6,2,52,1965,3,6,1,1,1,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,630,8,4,2,6,1,5,4,4,3,4,1,5,5,5,3,3,5,5,2,1,1,1,1,5,9,73,230,52,4,2,52,3,13.2833333333,.386210853
935,1,1,30,1987,3,5,45,1,6,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0, ,546,4,2,3,3,1,1,1,1,1,2,2,4,5,5,4,5,4,5,1,3,1,1,4,1,2,16,230,30,2,1,30,3,16.6,.553826378
936,1,2,53,1964,2,3,17,4,6,1,1,1,9,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0, ,602,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,3,1,4,4,5,9,76,230,53,4,2,53,2,19.95,1.292472602
937,1,1,43,1974,2,3,17,1,6,1,1,1,10,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0, ,602,4,2,2,4,1,3,2,3,4,1,2,4,2,4,3,5,5,3,2,3,1,1,4,2,3,16,230,43,3,1,43,2,11.1166666667,.708017543
938,8,2,19,1998,2,4,27,1,3,5,1,2,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0, ,613,4,4,7,1,1,1,1,2,2,3,2,4,4,4,3,4,4,4,1,2,1,1,2,4,6,50,230,19,1,2,19,2,242.566666667,.934912139
939,1,1,62,1955,2,3,17,1,4,1,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,602,3,1,2,3,1,2,3,4,2,4,2,2,5,3,3,3,5,5,3,1,1,1,2,3,5,26,230,62,5,1,62,2,29.9333333333,.443525554
940,7,2,31,1986,1,2,42,3,2,4,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,577,5,1,7,6,1,3,1,3,1,4,1,1,2,3,2,3,4,4,1,1,3,3,1,4,7,69,230,31,2,2,31,1,758.666666667,.942660148
941,1,1,34,1983,1,2,36,3,2,5,6,2,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0, ,501,3,4,7,4,3,1,1,1,1,2,3,3,2,1,3,4,4,3,1,1,3,3,1,1,2,21,230,34,2,1,34,1,20.2,3.40680259
942,2,2,47,1970,1,2,36,3,3,1,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0, ,501,3,1,1,1,1,3,2,4,1,2,1,3,3,4,4,2,3,2,2,1,3,3,2,5,9,82,230,47,4,2,47,1,8.55,.597211456
943,7,2,21,1996,4,8,49,1,4,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0, ,770,3,4,3,5,1,3,1,2,1,3,1,4,3,1,5,5,5,5,1,1,1,1,2,4,6,50,230,21,1,2,21,4,16.1833333333,.292038108
944,1,2,24,1993,3,5,12,1,1,5,1,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,539,4,2,2,5,1,3,1,1,1,4,2,5,5,3,3,5,5,5,1,1,1,1,1,4,6,49,230,24,1,2,24,3,8.95,.61614173
945,5,2,60,1958,3,5,51,1,5,1,1,2,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,584,4,1,1,2,1,4,1,1,1,1,1,3,1,4,3,1,1,2,3,3,1,1,3,6,10,75,230,60,5,2,60,3,16.9333333333,.735646673
946,1,2,24,1993,3,5,51,2,6,5,1,2,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,511,1,1,1,3,1,1,1,2,1,3,1,5,4,2,1,3,2,1,1,2,2,2,4,4,6,56,230,24,1,2,24,3,32.8166666667,.987923504
947,2,2,26,1991,1,1,44,1,2,5,1,2,97,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0, ,521,9,4,7,6,3,2,5,5,5,5,5,3,3,4,4,2,4,5,1,4,1,1,1,4,7,49,230,26,2,2,26,1,37.3166666667,1.779060648
948,1,1,46,1971,4,8,32,1,2,1,1,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,839,2,1,1,1,1,1,2,3,1,2,1,5,5,4,5,3,3,5,2,3,1,1,1,2,4,25,230,46,4,1,46,4,55.55,.733324266
949,5,2,67,1950,2,3,18,2,3,1,1,2,9,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0, ,602,2,1,1,3,1,1,1,3,1,2,1,4,5,4,4,3,2,3,3,3,2,2,2,6,10,90,230,67,5,2,67,2,23.4166666667,1.115871234
950,1,1,46,1972,3,7,48,1,5,1,1,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,623,1,2,2,5,1,1,1,1,1,1,1,4,4,4,4,4,4,2,2,3,1,1,3,2,4,27,230,46,4,1,46,3,5.4,.86087444
951,5,1,62,1955,2,3,55,1,1,6,1,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0, ,702,1,4,7,4,2,2,2,2,3,2,5,3,3,1,1,3,2,4,3,1,1,1,1,3,5,25,230,62,5,1,62,2,28.25,3.660516483
952,1,1,31,1986,1,2,34,4,5,5,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,504,5,1,1,3,1,1,1,1,3,2,1,2,3,3,3,2,3,1,1,2,1,4,3,1,2,15,230,31,2,1,31,1,19.9166666667,.689915508
953,7,1,50,1967,4,9,6,1,3,5,1,2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0, ,803,1,2,3,5,1,2,2,2,1,2,1,3,3,2,3,3,5,5,2,1,1,1,2,2,4,26,230,50,4,1,50,4,8.36666666667,.609537369
954,1,1,21,1997,1,2,42,1,2,5,1,2,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, ,574,4,4,1,3,1,1,1,1,1,1,4,3,4,4,1,1,5,4,1,3,1,1,1,1,1,1,230,21,1,1,21,1,5.01666666667,1.121378561
955,6,2,38,1979,3,5,13,2,2,5,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,524,3,1,7,5,1,4,3,3,3,4,4,2,3,4,3,2,1,5,2,1,2,2,1,5,8,65,230,38,3,2,38,3,15.6166666667,1.100735321
956,1,2,25,1992,3,7,22,3,5,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,643,2,2,2,3,1,5,2,1,1,5,1,3,2,3,5,2,3,3,1,2,3,3,3,4,7,59,230,25,2,2,25,3,10.7833333333,.442708953
957,1,2,27,1991,1,2,34,1,6,5,1,2,12,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0, ,501,5,4,1,3,1,2,1,2,2,4,1,4,2,4,4,4,3,5,1,3,1,1,4,4,7,52,230,27,2,2,27,1,13.8666666667,.706127238
958,1,1,49,1969,1,2,34,3,5,3,1,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,501,3,4,1,2,1,2,1,2,1,3,1,5,3,5,3,4,3,1,2,1,3,3,3,2,4,35,230,49,4,1,49,1,25.5833333333,.541737055
959,2,2,23,1994,4,8,49,1,3,1,1,2,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0, ,770,2,4,2,3,1,1,1,1,1,1,1,3,2,4,3,3,5,5,1,2,1,1,2,4,6,50,230,23,1,2,23,4,14,.373344629
960,1,1,62,1955,3,5,13,1,5,1,1,2,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0, ,524,2,2,1,2,1,4,3,2,1,2,1,5,4,4,5,4,2,5,3,3,1,1,3,3,5,27,230,62,5,1,62,3,6.55,1.473817719
961,1,1,30,1987,4,9,53,1,3,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,819,4,2,2,5,1,1,2,1,1,2,3,3,5,3,3,1,5,4,1,2,1,1,2,1,2,14,230,30,2,1,30,4,18.2,.640877349
962,8,2,20,1997,3,5,51,2,3,5,1,2,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, ,659,4,4,5,4,1,1,1,1,1,5,2,4,4,3,3,3,4,5,1,3,2,2,2,4,6,54,230,20,1,2,20,3,23.3,.331324824
963,7,2,71,1946,3,7,48,1,2,1,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,709,2,4,7,6,2,1,5,2,1,2,1,5,3,2,5,3,3,5,3,1,1,1,1,6,10,85,230,71,5,2,71,3,17.1333333333,2.814694878
964,7,2,28,1989,3,5,37,1,3,1,1,1,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0, ,567,4,1,7,3,1,1,1,2,2,2,2,3,1,3,3,3,3,1,1,1,1,1,2,4,7,50,230,28,2,2,28,3,19.9666666667,.909318431
965,8,1,18,1999,4,8,8,3,3,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,751,5,4,7,6,3,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,3,3,2,1,1,10,230,18,1,1,18,4,45.6333333333,5.055897447
966,1,2,28,1989,2,4,27,1,3,5,4,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,613,2,1,4,1,1,3,1,1,1,3,1,1,4,4,1,1,1,3,1,2,1,1,2,4,7,50,230,28,2,2,28,2,10.55,.284043413
967,4,1,22,1996,4,9,6,2,5,5,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,618,4,4,1,5,1,1,4,3,3,3,2,3,1,2,1,1,2,1,1,2,2,2,3,1,1,7,230,22,1,1,22,4,6.96666666667,1.845198334
968,1,1,57,1960,4,9,2,1,5,4,1,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,743,1,1,1,3,1,3,2,2,2,2,1,4,3,5,3,3,4,1,3,2,1,1,3,3,5,27,230,57,5,1,57,4,22.9833333333,.838864281
969,7,2,23,1994,3,6,47,1,3,1,1,1,4,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0, ,659,3,2,2,3,1,1,1,4,1,4,4,2,2,3,2,2,4,1,1,1,1,1,2,4,6,50,230,23,1,2,23,3,6.98333333333,.637980161
970,8,2,20,1997,3,5,12,3,3,5,1,2,97,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0, ,539,3,4,7,3,1,1,5,5,5,4,4,4,5,4,2,2,4,5,1,4,3,3,2,4,6,58,230,20,1,2,20,3,7.7,.838491665
971,6,2,64,1953,3,7,22,1,5,5,1,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0, ,622,1,2,2,4,1,5,5,5,1,5,1,4,2,4,4,3,4,5,3,1,1,1,3,6,10,75,230,64,5,2,64,3,16.2,.754948603
972,6,1,50,1968,1,2,42,1,2,3,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,508,2,4,7,3,1,1,1,1,1,1,1,1,1,3,1,1,3,5,2,1,1,1,1,2,4,25,230,50,4,1,50,1,12.3833333333,1.10282802
973,2,2,39,1978,3,6,47,6,6,2,4,1,3,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0, ,557,2,4,1,2,1,1,1,3,1,3,1,1,1,1,1,1,4,5,2,1,1,4,4,5,8,64,230,39,3,2,39,3,13.0333333333,.669804823
974,3,2,53,1964,2,3,17,1,2,1,1,2,9,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0, ,609,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,1,1,1,5,9,73,230,53,4,2,53,2,30.6,.375638129
975,5,1,78,1939,4,9,6,1,5,1,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,803,2,2,2,5,1,1,1,2,1,2,1,4,3,4,3,3,4,3,3,1,1,1,3,3,5,39,230,78,5,1,78,4,39.75,.891241415
976,1,1,27,1990,2,4,29,8,2,5,5,2,97,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0, ,616,3,1,7,6,1,2,2,3,3,3,3,3,2,3,2,2,3,3,1,4,1,4,1,1,2,1,230,27,2,1,27,2,8.93333333333,1.595344116
977,4,2,23,1994,2,3,17,2,2,6,1,2,5,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0, ,602,6,4,7,2,1,2,3,3,2,5,1,4,5,3,4,2,4,3,1,2,2,2,1,4,6,53,230,23,1,2,23,2,15.4333333333,1.19308779
978,1,2,21,1996,1,2,42,3,2,5,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,504,2,4,1,4,1,4,1,2,2,4,3,2,3,3,3,2,2,3,1,1,3,3,1,4,6,57,230,21,1,2,21,1,22.45,.698534266
979,8,1,19,1998,2,3,26,1,3,5,6,2,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0, ,505,4,4,2,4,1,1,1,1,1,2,1,3,2,3,3,3,5,3,1,1,1,1,2,1,1,2,230,19,1,1,19,2,8.05,.678226632
980,8,1,19,1998,1,2,36,1,3,5,1,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,501,3,4,1,1,1,4,1,3,5,4,5,4,3,5,4,3,3,5,1,3,1,1,2,1,1,2,230,19,1,1,19,1,7.26666666667,1.161124528
981,1,1,42,1975,3,7,48,3,2,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,618,2,4,7,3,2,1,3,2,1,2,2,1,1,3,2,1,4,5,2,3,3,3,1,2,3,21,230,42,3,1,42,3,11.5833333333,3.40680259
982,6,1,50,1967,1,1,25,1,3,3,1,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0, ,521,1,1,3,3,1,3,2,3,2,3,1,2,2,4,1,2,3,1,2,1,1,1,2,2,4,26,230,50,4,1,50,1,38.4333333333,.34693512
983,1,2,48,1969,4,8,8,1,5,1,1,1,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,751,4,1,1,2,1,2,1,1,1,2,1,3,4,4,3,3,2,5,2,3,1,1,3,5,9,75,230,48,4,2,48,4,326.883333333,.735646673
984,4,2,27,1990,3,5,12,2,5,5,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,530,5,1,1,2,1,2,1,3,1,2,1,1,3,4,1,1,3,2,1,1,2,2,3,4,7,55,230,27,2,2,27,3,23.8833333333,.987923504
985,5,2,54,1963,1,2,34,1,5,5,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,501,3,1,7,3,1,1,1,1,1,2,1,5,5,5,3,5,5,5,2,2,1,1,3,5,9,75,230,54,4,2,54,1,20.8333333333,1.076034524
986,1,2,58,1959,3,5,13,1,2,1,1,1,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0, ,575,4,3,2,4,1,4,2,1,1,4,1,5,4,5,5,4,5,5,3,1,1,1,1,6,10,73,230,58,5,2,58,3,10.1833333333,.229222672
987,4,2,34,1983,4,9,6,3,3,5,4,1,3,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0, ,866,6,1,1,6,1,1,1,2,1,2,1,1,1,1,1,1,2,5,1,1,3,3,2,4,7,70,230,34,2,2,34,4,38,.528874126
988,5,1,71,1946,4,9,53,1,5,1,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,819,2,1,1,2,1,4,3,3,3,4,3,5,4,4,5,5,4,5,3,1,1,1,3,3,5,39,230,71,5,1,71,4,10.4166666667,.868454857
989,2,2,28,1989,1,2,36,3,5,5,1,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0, ,501,2,4,2,4,1,3,2,2,1,2,1,1,2,4,2,1,3,5,1,1,3,3,3,4,7,59,230,28,2,2,28,1,168.166666667,.259072335
990,1,2,27,1990,2,3,18,2,5,5,2,1,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0, ,602,2,1,1,5,1,4,3,4,3,4,4,2,1,1,1,1,1,1,1,1,2,2,3,4,7,55,230,27,2,2,27,2,4.61666666667,.987923504
991,5,2,63,1954,3,5,24,2,5,3,1,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0, ,512,7,1,1,2,1,2,1,2,1,2,1,3,2,3,3,2,3,3,3,1,2,2,3,6,10,79,230,63,5,2,63,3,21.1166666667,1.058191901
992,1,1,24,1993,4,9,6,1,5,5,1,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,855,3,1,1,1,1,1,2,2,1,2,1,4,3,5,3,5,2,2,1,1,1,1,3,1,1,3,230,24,1,1,24,4,8.53333333333,1.247650918
993,1,1,38,1979,1,2,36,2,2,5,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0, ,501,2,1,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,2,1,2,2,1,2,3,17,230,38,3,1,38,1,10.8166666667,.796945116
994,4,2,43,1974,4,9,6,3,5,1,1,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,803,4,4,1,6,2,2,3,4,4,3,3,2,4,2,2,4,3,2,2,1,3,3,3,5,8,71,230,43,3,2,43,4,18.0333333333,1.212533486
995,1,1,56,1961,3,5,12,4,5,5,3,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,548,1,1,1,1,1,3,3,3,3,3,3,2,1,3,4,2,5,5,3,2,1,4,3,3,5,27,230,56,5,1,56,3,29.3333333333,.838864281
996,7,2,43,1974,1,1,9,1,5,1,1,1,10,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0, ,501,5,1,1,2,1,2,1,2,1,3,1,1,1,3,3,1,1,3,2,3,1,1,3,5,8,63,230,43,3,2,43,1,18.8333333333,.651468566
997,1,2,27,1990,4,8,4,1,3,5,6,2,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0, ,753,1,4,7,3,2,3,2,3,1,3,2,4,3,5,4,4,2,3,1,1,1,1,2,4,7,50,230,27,2,2,27,4,19.3333333333,1.842117396
998,7,2,35,1983,3,5,10,6,1,5,1,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,504,5,4,7,2,1,1,1,1,1,1,1,4,1,4,4,1,3,5,2,4,1,4,1,5,8,61,230,35,3,2,35,3,11.9833333333,.856464871
999,4,2,52,1966,1,2,42,2,2,5,1,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0, ,504,2,1,7,6,1,2,3,3,1,4,1,3,2,4,3,3,4,4,2,1,2,2,1,5,9,77,230,52,4,2,52,1,12.4833333333,1.242964462
1000,1,2,34,1983,3,5,51,1,6,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,556,2,4,4,2,1,1,2,1,1,2,1,3,2,3,3,4,3,3,1,2,1,1,4,4,7,64,230,34,2,2,34,3,37.6833333333,.306036995
1001,1,1,29,1988,3,5,13,4,2,5,1,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0, ,524,3,4,7,3,2,1,2,1,1,2,2,3,2,2,2,3,4,3,1,1,1,4,1,1,2,1,230,29,2,1,29,3,7.06666666667,5.44432139
1002,9,2,22,1995,4,9,6,4,5,5,6,2,97,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0, ,807,3,4,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,4,1,4,3,4,6,51,230,22,1,2,22,4,9.58333333333,.706127238
1003,7,2,38,1979,2,4,38,1,5,1,1,1,7,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0, ,687,3,1,2,4,1,1,1,1,1,3,1,4,3,3,3,4,4,4,2,2,1,1,3,5,8,63,230,38,3,2,38,2,31.4666666667,.38053053
1004,1,1,34,1983,2,3,18,1,5,1,1,2,10,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0, ,602,2,1,7,2,1,1,2,2,1,2,2,4,4,4,4,4,3,5,1,3,1,1,3,1,2,15,230,34,2,1,34,2,15.6166666667,1.009143293
1005,8,2,20,1998,1,1,23,4,3,5,4,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,501,5,4,7,3,2,5,2,4,3,1,2,3,3,4,4,3,3,4,1,1,1,4,2,4,6,50,230,20,1,2,20,1,44.2833333333,1.842117396
