ID,employ,gender_us,age_us,birthyr,region_us,division,inputstate,race,educ,marstat,sexuality,child18,faminc_new,social_nets_mem__1,social_nets_mem__2,social_nets_mem__3,social_nets_mem__4,social_nets_mem__5,social_nets_mem__6,social_nets_mem__7,social_nets_mem__8,social_nets_mem__9,social_nets_mem__10,social_nets_mem__11,social_nets_mem__12,social_nets_mem__13,social_nets_mem__97,social_nets_mem__98,social_nets_mem__99,social_nets_mem_other,inputzipdma_recode,hholdsize,e14_presvote12,presvote16post,ideo5,votereg,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B3,age_cross,faminc_new_r,race_w8,race_xbreak,educ_w8,age_gender,w_age_gender,w_demogs,country,age_int_all,age_grp_all,gender,age,region,duration,weight_pol
1,1,2,68,1949,1,1,33,1,5,3,1,2,4,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0, ,506,1,1,1,2,1,2,2,3,1,2,2,4,4,5,3,4,4,5,3,1,1,1,3,6,10,87,230,68,5,2,68,1,13.9166666667,1.086597568
2,1,1,62,1956,3,5,12,1,5,1,1,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,548,2,1,1,3,1,3,1,2,1,3,1,4,5,4,5,5,2,5,3,3,1,1,3,3,5,27,230,62,5,1,62,3,10.3333333333,.838864281
3,1,2,64,1953,4,8,4,1,3,3,1,2,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0, ,789,1,4,2,4,1,4,3,4,1,2,1,3,3,3,3,3,4,5,3,2,1,1,2,6,10,74,230,64,5,2,64,4,13.8833333333,.39989965
4,2,1,67,1950,4,9,41,1,6,1,1,2,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,820,2,2,2,5,1,3,1,2,1,1,3,3,4,4,4,3,5,5,3,3,1,1,4,3,5,40,230,67,5,1,67,4,14.2166666667,.891241415
5,1,1,59,1958,4,9,53,1,4,1,1,2,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,819,3,1,1,2,1,2,2,1,1,2,2,4,3,3,4,4,3,5,3,3,1,1,2,3,5,26,230,59,5,1,59,4,16.55,.759316097
6,5,1,74,1943,1,1,25,1,6,1,1,2,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0, ,543,2,2,6,4,1,2,1,1,1,2,1,5,5,4,5,5,5,5,3,3,1,1,4,3,5,40,230,74,5,1,74,1,90.0166666667,.697147988
7,1,1,61,1956,2,3,17,1,5,1,1,2,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,602,2,1,1,2,1,1,2,1,1,1,1,5,4,4,5,4,4,5,3,3,1,1,3,3,5,27,230,61,5,1,61,2,28.9333333333,.838864281
8,5,1,71,1947,2,3,17,1,5,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,609,1,2,3,4,1,3,1,2,1,1,2,5,5,4,5,5,5,5,3,1,1,1,3,3,5,39,230,71,5,1,71,2,11.1833333333,.697147988
9,2,2,46,1972,4,8,8,1,5,5,1,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,751,3,1,4,1,1,2,2,2,1,2,1,3,3,4,3,3,3,3,2,2,1,1,3,5,9,75,230,46,4,2,46,4,9.93333333333,.336120448
10,1,1,56,1961,2,3,26,1,5,1,1,2,9,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0, ,563,2,1,1,2,1,2,2,1,1,3,2,4,4,5,4,5,3,4,3,3,1,1,3,3,5,27,230,56,5,1,56,2,20.75,.838864281
11,1,1,59,1958,3,6,1,1,5,1,1,2,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,691,5,2,2,4,1,1,1,1,1,1,1,3,2,3,4,3,5,5,3,3,1,1,3,3,5,27,230,59,5,1,59,3,6.88333333333,.86087444
12,5,1,73,1944,3,7,48,1,3,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,635,3,2,2,5,1,2,2,1,1,2,1,5,5,5,5,5,5,5,3,2,1,1,2,3,5,38,230,73,5,1,73,3,23.8166666667,.806726389
13,1,1,72,1945,3,5,12,1,2,1,1,2,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0, ,561,3,2,2,3,1,2,2,1,3,2,3,3,4,3,3,4,4,3,3,3,1,1,1,3,5,37,230,72,5,1,72,3,13.4333333333,.779111676
14,1,1,74,1944,3,6,21,1,3,6,3,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,515,3,2,2,4,1,4,2,2,1,2,1,5,5,5,5,5,5,5,3,3,1,1,2,3,5,38,230,74,5,1,74,3,17.0333333333,.806726389
15,5,2,61,1956,1,1,25,1,5,5,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,669,1,1,1,1,1,2,2,2,1,4,3,5,2,5,5,4,3,5,3,2,1,1,3,6,10,75,230,61,5,2,61,1,5.51666666667,.735646673
16,2,1,70,1947,3,5,12,1,6,1,1,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,534,2,2,2,5,1,1,1,1,1,1,1,4,4,3,4,4,3,5,3,2,1,1,4,3,5,40,230,70,5,1,70,3,12.8333333333,.891241415
17,1,2,44,1974,3,7,48,1,5,5,1,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,641,2,2,2,3,1,2,2,1,1,2,2,3,4,3,3,3,4,5,2,2,1,1,3,5,8,63,230,44,3,2,44,3,21.45,.668561828
18,5,2,61,1956,4,8,30,1,4,1,1,2,97,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,755,2,2,2,4,1,1,1,2,1,2,1,4,3,4,4,4,5,5,3,4,1,1,2,6,10,74,230,61,5,2,61,4,12.8833333333,.683358011
19,2,1,62,1955,3,5,13,1,2,1,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,524,2,2,2,4,1,2,3,1,2,2,1,4,4,4,3,3,3,4,3,1,1,1,1,3,5,25,230,62,5,1,62,3,14.25,.752565261
20,1,1,64,1953,3,6,21,1,3,1,1,2,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,541,2,2,3,5,1,2,3,2,1,2,1,3,4,5,3,3,5,5,3,3,1,1,2,3,5,26,230,64,5,1,64,3,25.7333333333,.609537369
21,5,1,71,1946,2,3,26,1,6,1,1,2,8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0, ,505,2,2,2,5,1,2,2,2,1,2,3,5,4,3,5,4,5,5,3,2,1,1,4,3,5,40,230,71,5,1,71,2,18.6,.891241415
22,5,2,83,1934,1,2,42,1,2,4,1,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,504,3,2,2,4,1,2,1,2,1,5,1,5,5,5,5,5,5,5,3,3,1,1,1,6,10,85,230,83,5,2,83,1,17,.974812732
23,5,1,79,1938,3,6,21,1,2,1,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,541,2,2,2,4,1,5,5,1,5,5,5,5,5,5,5,5,5,5,3,4,1,1,1,3,5,37,230,79,5,1,79,3,26.4333333333,.779111676
24,5,1,73,1945,4,9,6,1,5,1,6,2,97,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,804,2,2,2,4,1,1,1,1,1,2,1,5,3,3,5,3,4,5,3,4,1,1,3,3,5,39,230,73,5,1,73,4,42.6833333333,.891241415
25,6,2,64,1953,3,7,48,1,5,1,1,2,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,618,2,3,1,1,1,4,1,4,1,4,1,3,2,4,4,4,2,5,3,2,1,1,3,6,10,75,230,64,5,2,64,3,20.45,.448907826
26,1,1,39,1978,3,5,51,1,6,1,1,1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,544,3,1,1,2,1,1,2,1,1,1,1,5,5,5,3,4,3,5,2,3,1,1,4,2,3,16,230,39,3,1,39,3,10.1166666667,.689915508
27,5,1,68,1949,4,9,6,1,2,1,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,825,3,2,2,5,1,1,2,2,1,1,2,3,3,3,3,3,5,5,3,3,1,1,1,3,5,37,230,68,5,1,68,4,19.6,.779111676
28,1,1,60,1957,3,5,13,1,4,1,1,2,97,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,530,3,2,2,5,1,2,1,2,2,2,1,4,4,4,4,4,5,5,3,4,1,1,2,3,5,26,230,60,5,1,60,3,11.0166666667,.779239067
29,1,1,60,1957,2,3,17,1,5,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,648,2,2,2,3,1,1,1,1,1,1,1,3,5,4,3,4,5,4,3,3,1,1,3,3,5,27,230,60,5,1,60,2,14.1,.86087444
30,1,1,51,1966,4,9,53,1,2,1,1,2,12,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0, ,819,2,2,6,3,1,1,1,1,1,1,4,4,4,2,4,5,5,2,2,3,1,1,1,2,4,25,230,51,4,1,51,4,26.95,.588672551
31,5,2,65,1953,4,9,53,1,3,1,1,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,881,2,1,1,2,1,3,2,2,2,2,2,5,3,4,5,4,2,5,3,2,1,1,2,6,10,86,230,65,5,2,65,4,10.8833333333,.983557224
32,1,1,46,1971,2,3,26,1,3,1,1,1,9,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0, ,505,3,1,1,3,1,1,2,1,1,2,1,3,4,3,4,3,3,3,2,3,1,1,2,2,4,26,230,46,4,1,46,2,21.5166666667,.759316097
33,5,1,79,1938,1,2,36,1,2,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,501,2,2,2,4,1,2,2,1,1,2,5,5,4,4,5,4,4,5,3,2,1,1,1,3,5,37,230,79,5,1,79,1,21.8166666667,.779111676
34,1,1,64,1953,2,3,18,1,5,1,1,2,11,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0, ,509,2,2,2,3,1,1,2,1,1,2,2,5,4,5,4,4,5,5,3,3,1,1,3,3,5,27,230,64,5,1,64,2,20.9166666667,.86087444
35,5,1,83,1934,1,2,42,1,6,3,1,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,577,2,1,1,4,1,2,2,1,2,1,1,3,3,4,3,3,3,5,3,2,1,1,4,3,5,40,230,83,5,1,83,1,191.3,.868454857
36,2,1,73,1944,4,9,6,1,6,1,1,2,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,803,2,2,2,5,1,2,2,1,1,1,1,5,5,5,5,5,4,5,3,3,1,1,4,3,5,40,230,73,5,1,73,4,29,.891241415
37,5,2,70,1947,2,3,39,1,5,3,1,2,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,535,1,1,1,1,1,2,2,1,1,3,1,5,5,3,5,4,2,5,3,2,1,1,3,6,10,87,230,70,5,2,70,2,20.85,1.086597568
38,5,2,79,1938,4,8,8,1,4,1,1,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,752,2,1,1,1,1,2,1,2,1,2,1,5,4,4,5,4,2,5,3,2,1,1,2,6,10,86,230,79,5,2,79,4,13.5833333333,.983557224
39,5,1,62,1955,3,7,22,2,5,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,622,1,1,1,3,1,3,2,2,1,4,1,4,2,2,3,3,5,5,3,1,2,2,3,3,5,31,230,62,5,1,62,3,17.5,1.206665403
40,1,1,62,1955,3,6,1,1,4,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,630,2,2,2,4,1,2,2,2,1,3,1,4,3,4,4,3,4,5,3,1,1,1,2,3,5,26,230,62,5,1,62,3,14.45,.779239067
41,3,1,36,1981,2,4,38,1,3,5,1,2,10,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0, ,501,2,2,7,3,1,3,1,1,1,3,1,4,5,5,5,5,4,4,2,3,1,1,2,2,3,14,230,36,3,1,36,2,17.55,1.604855049
42,1,1,53,1964,2,3,39,1,1,3,1,2,12,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0, ,535,2,2,2,4,1,2,1,2,2,1,3,4,5,5,4,3,5,4,2,3,1,1,1,2,4,25,230,53,4,1,53,2,15,.752565261
43,4,2,22,1995,3,7,40,1,1,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,650,5,4,1,5,1,4,2,4,2,3,2,1,3,4,3,3,3,3,1,1,1,1,1,4,6,49,230,22,1,2,22,3,8.63333333333,.617287265
44,5,1,87,1930,2,3,17,1,6,5,1,2,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,602,1,2,2,4,1,1,1,1,1,1,1,5,5,4,5,5,5,5,3,3,1,1,4,3,5,40,230,87,5,1,87,2,24.2833333333,.891241415
45,5,1,72,1945,4,9,41,1,4,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,801,2,2,2,4,1,2,2,1,1,1,1,4,3,5,4,5,5,3,3,2,1,1,2,3,5,38,230,72,5,1,72,4,31.05,.806726389
46,1,1,51,1966,3,7,48,1,3,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,623,4,2,2,4,1,2,1,2,1,2,3,4,3,4,4,4,5,4,2,3,1,1,2,2,4,26,230,51,4,1,51,3,13.6833333333,.779239067
47,5,2,64,1953,3,7,48,1,4,1,1,2,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,657,2,1,1,3,1,2,1,2,2,2,1,5,2,4,5,4,2,5,3,2,1,1,2,6,10,74,230,64,5,2,64,3,12.8333333333,.665886452
48,5,2,72,1946,4,9,41,1,2,1,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,801,2,1,1,3,1,1,1,1,1,1,1,5,4,4,5,5,2,5,3,2,1,1,1,6,10,85,230,72,5,2,72,4,29.9666666667,.949889489
49,1,2,51,1966,4,9,6,6,5,5,1,2,14,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0, ,803,2,1,1,3,1,1,1,1,1,1,2,4,3,4,3,3,3,3,2,3,1,4,3,5,9,75,230,51,4,2,51,4,18.9833333333,.735646673
50,1,2,62,1955,3,7,48,1,4,5,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,765,1,1,1,2,1,2,2,2,1,2,2,4,3,4,4,4,3,4,3,1,1,1,2,6,10,74,230,62,5,2,62,3,10.3,.665886452
51,1,1,45,1972,1,2,42,1,5,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,508,2,2,2,5,1,1,3,3,4,1,1,5,5,5,5,5,5,5,2,2,1,1,3,2,4,27,230,45,4,1,45,1,15,.86087444
52,1,1,56,1961,1,2,36,5,6,1,1,1,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,532,3,1,1,3,1,2,1,1,1,2,1,4,3,4,4,3,2,5,3,3,1,4,4,3,5,28,230,56,5,1,56,1,14.35,.838864281
53,1,1,61,1956,4,9,6,1,6,1,1,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,803,2,2,3,5,1,2,1,1,1,2,1,3,4,4,3,4,5,5,3,3,1,1,4,3,5,28,230,61,5,1,61,4,19.95,.673394294
54,7,2,54,1963,2,3,39,1,2,1,1,2,6,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0, ,515,4,2,2,3,1,4,4,3,1,3,1,5,3,5,5,4,5,5,2,2,1,1,1,5,9,73,230,54,4,2,54,2,20.2,.659966269
55,2,1,65,1953,4,9,6,1,5,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,803,6,3,2,4,1,4,2,1,1,2,1,4,4,2,5,5,5,1,3,1,1,1,3,3,5,39,230,65,5,1,65,4,22.9333333333,.309550273
56,7,1,37,1980,3,5,37,6,5,1,1,1,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0, ,560,5,1,1,1,1,2,2,2,1,4,3,5,1,2,3,1,2,4,2,2,1,4,3,2,3,15,230,37,3,1,37,3,17.55,.689915508
57,1,2,52,1965,4,9,6,1,6,1,1,1,11,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0, ,803,5,1,1,3,1,2,2,2,1,2,2,2,3,3,3,3,3,2,2,3,1,1,4,5,9,76,230,52,4,2,52,4,11.3333333333,.735646673
58,1,2,41,1976,3,7,48,2,5,5,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,618,1,1,1,2,1,3,2,2,1,3,5,4,4,4,3,4,4,3,2,2,2,2,3,5,8,67,230,41,3,2,41,3,30.8666666667,.937105796
59,5,1,67,1950,1,2,36,1,1,3,5,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,555,1,2,2,4,1,2,3,2,2,1,1,3,2,3,3,3,3,4,3,2,1,1,1,3,5,37,230,67,5,1,67,1,18.6166666667,.779111676
60,5,1,70,1947,3,5,12,2,3,1,1,2,97,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,534,2,1,1,1,1,1,2,3,1,2,1,1,1,2,5,1,3,5,3,4,2,2,2,3,5,42,230,70,5,1,70,3,11.4,.891851613
61,6,1,61,1956,3,5,13,1,3,2,4,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0, ,507,4,1,2,3,1,1,2,2,1,2,2,4,1,2,4,3,3,5,3,1,1,1,2,3,5,26,230,61,5,1,61,3,12.3166666667,.443525554
62,5,2,70,1947,4,8,16,1,3,1,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,760,2,1,1,3,1,2,2,3,1,4,1,4,5,2,4,3,3,5,3,1,1,1,2,6,10,86,230,70,5,2,70,4,21.6666666667,.983557224
63,5,1,52,1965,1,2,36,1,5,3,1,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,538,2,2,2,4,1,2,2,2,1,2,1,4,3,3,4,3,5,5,2,3,1,1,3,2,4,27,230,52,4,1,52,1,14.6666666667,.86087444
64,1,2,68,1949,4,9,6,1,5,1,1,2,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0, ,803,2,2,2,5,1,2,1,2,1,1,1,5,5,4,4,4,5,3,3,3,1,1,3,6,10,87,230,68,5,2,68,4,16.9166666667,1.115107764
65,1,1,35,1982,2,4,27,1,4,5,1,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,613,1,1,1,2,1,3,2,3,1,3,2,4,3,4,3,4,1,4,2,2,1,1,2,2,3,14,230,35,3,1,35,2,10.8833333333,.624491902
66,4,1,41,1976,4,9,53,1,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,819,2,4,7,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,2,2,3,14,230,41,3,1,41,4,10.4166666667,.93915775
67,1,2,37,1980,3,6,21,1,5,5,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,515,1,2,2,4,1,2,2,1,1,2,1,4,5,3,4,4,5,2,2,4,1,1,3,5,8,63,230,37,3,2,37,3,14.0833333333,.668561828
68,1,2,38,1979,3,5,11,4,6,5,1,2,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,511,1,1,1,1,1,2,2,4,1,3,1,1,1,1,1,1,1,5,2,3,1,4,4,5,8,64,230,38,3,2,38,3,26.8666666667,.651468566
69,1,2,50,1967,2,3,17,1,6,1,1,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,602,2,4,6,3,1,2,1,1,1,2,1,3,3,3,3,3,3,5,2,2,1,1,4,5,9,76,230,50,4,2,50,2,22.0166666667,.345580906
70,5,1,80,1937,3,5,24,1,2,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,511,1,1,1,3,1,1,1,1,1,2,1,4,3,4,5,3,3,5,3,1,1,1,1,3,5,37,230,80,5,1,80,3,19.4,.759191963
71,9,1,77,1941,3,5,13,1,4,1,1,2,97,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,524,2,2,2,4,1,2,2,1,1,2,1,4,4,4,4,4,4,3,3,4,1,1,2,3,5,38,230,77,5,1,77,3,27.75,.806726389
72,5,1,60,1957,2,4,38,1,5,1,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,687,2,2,2,5,1,2,2,1,1,1,1,5,5,5,5,4,5,3,3,2,1,1,3,3,5,27,230,60,5,1,60,2,18.7,.86087444
73,1,2,67,1950,4,9,6,1,5,3,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,800,1,1,1,1,1,2,2,3,1,2,1,2,3,4,3,4,2,5,3,4,1,1,3,6,10,87,230,67,5,2,67,4,17.55,1.086597568
74,1,1,50,1967,3,5,54,1,2,1,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,559,3,2,2,4,1,3,5,1,1,1,5,3,2,3,3,3,5,5,2,4,1,1,1,2,4,25,230,50,4,1,50,3,12.6,.752565261
75,1,2,56,1961,2,4,29,1,6,5,1,2,97,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,609,2,2,2,5,1,3,2,2,1,5,1,4,4,3,3,4,5,5,3,4,1,1,4,6,10,76,230,56,5,2,56,2,20.8666666667,.754948603
76,1,1,45,1972,2,3,39,1,2,1,1,2,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,535,2,2,2,4,1,2,2,2,1,2,2,4,4,4,4,4,5,1,2,2,1,1,1,2,4,25,230,45,4,1,45,2,46.2166666667,.752565261
77,5,1,72,1946,2,3,18,1,6,1,1,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,602,2,2,2,4,1,2,1,2,1,2,2,5,5,4,5,4,5,5,3,2,1,1,4,3,5,40,230,72,5,1,72,2,17.5833333333,.891241415
78,5,1,64,1953,4,9,6,3,4,1,1,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,825,2,1,1,1,1,4,4,5,1,5,5,5,5,5,5,5,5,5,3,3,3,3,2,3,5,34,230,64,5,1,64,4,17.1333333333,.681005403
79,1,2,52,1965,1,1,33,1,5,3,1,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,506,2,1,1,3,1,1,2,1,1,2,1,2,3,4,1,1,3,5,2,2,1,1,3,5,9,75,230,52,4,2,52,1,27.15,.735646673
80,5,1,79,1938,4,9,6,1,6,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,862,2,2,2,3,1,1,1,1,1,1,1,5,5,3,5,5,5,5,3,2,1,1,4,3,5,40,230,79,5,1,79,4,30.2333333333,.891241415
81,5,1,76,1941,4,8,16,1,5,1,1,2,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,757,2,2,2,5,1,2,2,2,1,2,2,5,4,5,5,5,5,5,3,3,1,1,3,3,5,39,230,76,5,1,76,4,87.3166666667,.891241415
82,5,2,76,1941,3,5,12,1,2,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,539,2,2,2,4,1,5,1,2,1,2,4,5,5,5,5,5,5,5,3,3,1,1,1,6,10,85,230,76,5,2,76,3,86.2166666667,.974812732
83,1,2,62,1956,4,9,6,1,4,3,1,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,807,3,1,1,3,1,1,2,1,1,2,1,3,3,3,2,3,3,5,3,3,1,1,2,6,10,74,230,62,5,2,62,4,17.7833333333,.665886452
84,5,1,67,1950,4,9,6,1,2,1,1,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,803,3,4,2,5,1,2,2,2,1,2,1,4,2,4,4,3,5,5,3,3,1,1,1,3,5,37,230,67,5,1,67,4,11.4333333333,.455934491
85,6,2,55,1963,4,9,15,1,6,3,5,2,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0, ,744,1,1,7,6,1,2,2,2,2,2,2,4,3,4,5,3,3,5,3,1,1,1,4,6,10,76,230,55,5,2,55,4,25.7,1.076034524
86,2,2,74,1944,4,8,4,1,6,1,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,753,2,1,1,1,1,1,1,1,1,2,1,5,5,3,5,4,2,5,3,3,1,1,4,6,10,88,230,74,5,2,74,4,8.66666666667,1.086597568
87,1,1,43,1974,3,5,11,1,5,1,1,1,11,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0, ,511,3,4,2,4,1,1,3,2,1,3,4,3,4,2,2,4,5,4,2,3,1,1,3,2,3,15,230,43,3,1,43,3,10.0333333333,.414330355
88,7,2,60,1957,2,3,17,1,6,1,1,2,10,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0, ,602,2,1,1,1,1,3,2,2,1,3,1,4,3,3,5,4,3,5,3,3,1,1,4,6,10,76,230,60,5,2,60,2,14.7666666667,.735646673
89,5,1,70,1947,4,9,6,1,5,3,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,803,1,3,4,1,1,3,2,3,1,1,2,5,4,4,4,3,1,3,3,1,1,1,3,3,5,39,230,70,5,1,70,4,18.9666666667,.242136806
90,1,2,57,1961,1,2,42,1,3,3,1,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,504,1,1,1,2,1,4,1,1,1,1,1,3,2,5,3,3,4,5,3,3,1,1,2,6,10,74,230,57,5,2,57,1,15.7666666667,.665886452
91,1,1,55,1962,3,5,51,1,6,1,1,2,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,511,2,2,7,5,1,1,1,1,1,1,1,5,5,3,4,4,5,1,3,3,1,1,4,3,5,28,230,55,5,1,55,3,31.2,2.155761464
92,5,1,81,1936,3,5,12,1,2,1,1,2,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0, ,534,2,1,1,2,1,3,2,4,1,1,2,5,4,5,5,5,3,5,3,1,1,1,1,3,5,37,230,81,5,1,81,3,29.5,.759191963
93,3,1,37,1981,3,7,48,1,2,5,1,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,623,3,4,3,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,1,1,1,1,2,3,13,230,37,3,1,37,3,31.0333333333,.283322278
94,5,1,76,1941,3,5,45,1,2,3,1,2,97,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,520,1,2,2,5,1,1,1,1,1,1,1,4,4,5,4,4,5,5,3,4,1,1,1,3,5,37,230,76,5,1,76,3,19.0833333333,.779111676
95,4,2,71,1946,3,7,48,1,2,1,1,2,5,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0, ,623,2,2,2,4,1,3,2,1,1,1,1,4,3,5,5,3,5,5,3,2,1,1,1,6,10,85,230,71,5,2,71,3,24.4,.974812732
96,2,1,64,1953,2,3,39,1,2,1,1,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,509,2,2,2,5,1,4,2,1,1,2,1,4,2,4,4,4,5,5,3,2,1,1,1,3,5,25,230,64,5,1,64,2,15.95,.752565261
97,5,1,77,1940,4,8,32,7,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,811,2,2,2,3,1,4,3,3,2,3,4,5,5,4,5,4,5,5,3,1,1,4,2,3,5,38,230,77,5,1,77,4,23.9333333333,.806726389
