ID,starttime,endtime,gender,birthyear,geo_state_au,metro_regional,localincome_annual_au,employment_status_au,education_a_au,numberofchildren,agegroup1,agegroup2,au_pol_pastvote_2016,maritalstatus,household_size,localincome_au,geo_GCCSA_au_interlude,social_au_1,social_au_2,social_au_3,social_au_4,social_au_5,social_au_6,social_au_7,social_au_8,social_au_9,social_au_10,social_au_11,social_au_12,social_au_13,social_au_14,social_au_15,social_au_99,educ,B1,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B2,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B3,weight1
908,3/2/2018,3/2/2018,1,1982,2,1,10,1,5,3,3,3,3,1,4,9998,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,2,2,2,2,1,4,4,4,4,4,4,3,.697644229265826
909,3/2/2018,3/2/2018,2,1962,1,2,4,5,5,7,5,5,5,1,2,9998,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,4,1,1,3,1,1,2,1,1,5,1,5,5,3,4,5,.702720007707499
910,3/2/2018,3/2/2018,2,1982,1,1,12,1,6,2,3,3,5,1,3,9998,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,5,1,3,2,1,1,4,1,1,5,3,4,4,5,3,5,.605711672447178
911,3/2/2018,3/2/2018,2,1958,1,2,1,6,4,7,5,5,98,7,1,9998,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,1,4,1,1,1,1,4,2,1,1,5,.352602258480975
912,3/2/2018,3/2/2018,2,1981,1,2,11,2,5,5,3,3,1,1,6,9998,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,4,1,1,2,1,1,2,1,1,3,1,4,4,4,3,1,.855981750068226
913,3/2/2018,3/2/2018,2,1973,1,2,7,1,6,3,4,4,1,2,4,9998,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,5,1,2,2,1,2,1,2,1,3,4,5,3,4,4,5,.617808409370244
914,3/2/2018,3/2/2018,2,1945,4,2,5,5,5,7,6,5,7,1,2,9998,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,1,1,1,1,1,4,3,3,3,4,3,5,.611396750059121
915,3/2/2018,3/2/2018,2,1966,4,2,5,2,4,1,4,4,98,2,2,9998,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,5,3,3,5,1,3,3,5,4,4,4,5,.5655505292353
916,3/2/2018,3/2/2018,1,1981,1,1,13,1,6,4,3,3,2,1,5,9998,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,5,1,1,2,1,1,2,2,1,4,3,3,3,4,4,5,.92162727077725
917,3/2/2018,3/2/2018,2,1983,1,2,11,2,6,6,3,3,4,1,7,9998,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,3,3,1,2,2,2,1,2,4,1,2,1,1,5,.490386510801099
918,3/2/2018,3/2/2018,2,1974,1,2,6,2,4,3,3,3,8,6,3,9998,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1,2,1,4,2,1,3,4,.155893851725037
919,3/2/2018,3/2/2018,2,1967,5,2,7,2,4,7,4,4,4,2,5,9998,10,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,.9146867491902
920,3/2/2018,3/2/2018,2,1930,1,2,1,5,5,1,6,5,5,7,1,9998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,1,1,1,1,1,5,3,1,5,4,1,5,1.08792920140689
921,3/2/2018,3/2/2018,2,1959,4,1,9,1,4,7,5,5,2,1,2,9998,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1,4,3,3,4,5,4,5,.92030269073272
922,3/2/2018,3/2/2018,2,1979,4,1,4,2,6,1,3,3,99,7,1,9998,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,2,1,1,3,3,3,1,3,3,5,.154878303867702
923,3/2/2018,3/2/2018,2,1955,1,2,7,5,3,7,5,5,2,1,2,9998,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,5,2,1,1,1,5,1,5,4,5,5,4,3,5,1.56505193390609
924,3/2/2018,3/2/2018,1,1976,2,1,12,2,6,2,3,3,2,1,3,9998,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,2,3,2,1,2,2,1,3,3,4,3,4,4,5,.731159699083578
925,3/2/2018,3/2/2018,2,1957,4,1,3,7,2,7,5,5,8,5,1,9998,7,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,3,2,1,4,3,3,4,2,2,5,.196622596764786
926,3/2/2018,3/2/2018,1,1978,2,1,9,6,3,2,3,3,1,1,3,9998,3,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,4,4,4,4,4,4,1,5,5,5,5,5,5,5,.973853096693156
927,3/2/2018,3/2/2018,2,1942,1,2,1,5,2,7,6,5,8,4,1,9998,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,5,1,1,1,1,1,1,2,3,5,.453352708382347
928,3/2/2018,3/2/2018,2,1979,1,1,4,1,3,4,3,3,5,6,5,9998,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,3,1,1,1,2,2,2,1,4,5,.662901365909125
929,3/2/2018,3/2/2018,1,1972,3,1,998,1,3,3,4,4,99,1,4,9998,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,.510026929904503
930,3/2/2018,3/2/2018,1,1978,1,1,998,1,5,1,3,3,2,1,2,9998,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,1,1,1,1,1,3,3,3,3,4,4,4,1.27692681450333
931,3/2/2018,3/2/2018,1,1970,2,1,6,1,3,1,4,4,99,5,1,9998,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,2,3,3,2,1,4,2,4,2,2,4,5,.363592310640317
932,3/2/2018,3/2/2018,1,1979,3,1,4,7,4,4,3,3,1,2,5,9998,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,1,3,2,2,2,3,3,4,1.19635006553445
933,3/2/2018,3/2/2018,1,1974,1,1,998,1,5,2,3,3,98,6,10,9998,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,4,1,3,3,2,4,3,1,1,3,4,5,4,4,5,5,.328500422728038
934,3/2/2018,3/2/2018,1,1972,1,1,11,1,7,1,4,4,1,6,3,9998,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,5,1,3,3,2,1,4,2,1,4,3,5,4,4,3,3,.635044270858447
935,3/2/2018,3/2/2018,1,1974,3,1,8,3,4,2,3,3,3,2,3,9998,5,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,3,1,2,4,2,5,2,4,1,3,5,5,4,4,1,1,1.19569568827316
936,3/2/2018,3/2/2018,2,1968,2,1,11,2,5,1,4,4,2,1,2,9998,3,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,4,1,2,2,2,1,1,2,1,4,4,4,3,4,4,3,1.01114379181369
937,3/2/2018,3/2/2018,2,1971,3,1,7,1,4,7,4,4,4,5,2,9998,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,1,2,1,1,2,2,4,2,2,3,2,.929168771707403
938,3/2/2018,3/2/2018,2,1966,2,1,4,7,4,1,4,4,4,7,3,9998,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,5,5,5,5,5,5,1,4,4,4,5,4,4,5,.675700972859817
939,3/2/2018,3/2/2018,2,1967,2,1,5,1,3,1,4,4,3,7,1,9998,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,3,1,1,3,3,5,3,4,4,5,.971506743201687
940,3/2/2018,3/2/2018,2,1954,3,1,3,5,3,7,5,5,4,1,2,9998,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,3,.958074540566709
941,3/2/2018,3/2/2018,2,1977,1,1,8,3,5,3,3,3,98,1,4,9998,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,1,2,1,1,1,2,1,1,3,3,4,3,3,3,4,.344644351063012
942,3/2/2018,3/2/2018,2,1943,1,1,998,5,2,7,6,5,4,4,1,9998,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,5,1,1,1,1,1,3,3,3,3,3,3,5,2.60345508930024
943,3/2/2018,3/2/2018,2,1957,1,1,7,5,4,7,5,5,1,1,3,9998,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,3,3,1,3,5,1,5,2,3,5,3,2,5,1.01847240820883
944,3/2/2018,3/2/2018,2,1980,2,1,12,2,5,4,3,3,2,1,5,9998,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,5,3,3,5,5,5,3,1.11975191814252
945,3/2/2018,3/2/2018,2,1950,1,1,5,8,5,7,6,5,6,4,3,9998,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,1,1,2,1,1,4,1,4,4,3,4,5,1.33716714070619
946,3/2/2018,3/2/2018,2,1973,1,1,10,2,4,3,4,4,99,1,4,9998,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,3,3,1,1,1,3,4,3,1,2,5,.421094339654466
947,3/2/2018,3/2/2018,2,1981,2,1,998,1,5,1,3,3,1,2,2,9998,3,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,4,1,2,1,1,1,1,1,1,1,2,3,3,3,1,4,.771561414192384
948,3/2/2018,3/2/2018,2,1972,1,1,8,1,5,1,4,4,1,7,1,9998,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,4,1,2,4,3,2,4,2,1,3,2,4,3,3,2,5,.923102493420279
949,3/2/2018,3/2/2018,2,1948,1,1,999,5,4,7,6,5,7,5,3,9998,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,1,4,4,2,1,3,2,1,5,5,5,5,5,3,4,.502262160239297
950,3/2/2018,3/2/2018,2,1975,2,1,1,6,3,3,3,3,6,6,3,9998,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,3,5,5,4,1,1,5,3,2,5,3,1,1,1.11536928630926
951,3/2/2018,3/2/2018,2,1977,2,1,8,1,4,1,3,3,3,1,2,9998,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,3,3,2,3,3,1,5,5,5,5,5,3,3,.9421957155361
952,3/2/2018,3/2/2018,2,1955,1,1,5,2,6,7,5,5,3,1,2,9998,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,2,1,1,1,2,1,1,4,3,5,4,5,5,5,.60130210501932
953,3/2/2018,3/2/2018,2,1946,2,1,7,5,6,1,6,5,1,2,2,9998,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,3,5,2,2,4,2,1,5,5,5,5,4,2,5,.778519025254233
954,3/2/2018,3/2/2018,2,1964,1,2,1,4,2,2,4,4,1,5,3,9998,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3.46985402330057
955,3/2/2018,3/2/2018,2,1966,2,1,999,4,4,1,4,4,3,3,4,9998,3,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,1,2,1,1,1,2,1,1,1,1,3,1,1,1,3,.850809302490996
956,3/2/2018,3/2/2018,2,1944,1,1,5,5,2,1,6,5,97,7,1,9998,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,1,2,1,5,1,5,4,3,5,5,3,5,1.22457850168166
957,3/2/2018,3/2/2018,2,1958,1,1,998,2,4,1,5,5,1,1,3,9998,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,2,3,1,1,3,5,1.01847240820883
958,3/2/2018,3/2/2018,2,1966,3,1,6,1,4,7,4,4,1,1,2,9998,5,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,3,1,2,2,1,2,1,1,1,5,5,5,5,5,5,5,1.05706333663832
959,3/2/2018,3/2/2018,2,1978,1,1,13,7,5,2,3,3,98,1,3,9998,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,4,4,2,2,4,1,3,.344644351063012
960,3/2/2018,3/2/2018,2,1968,1,1,998,2,7,3,4,4,97,1,4,9998,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,1,2,1,2,1,1,1,2,1,4,3,3,4,5,.224621632481294
961,3/2/2018,3/2/2018,2,1951,1,1,8,1,4,7,6,5,8,1,2,9998,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,1,1,1,1,1,1,1,1,4,3,5,3,.235030284250948
962,3/2/2018,3/2/2018,2,1957,2,1,1,6,6,1,5,5,98,5,1,9998,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,2,3,1,1,1,1,5,5,3,5,4,4,4,.187746632308752
963,3/2/2018,3/2/2018,2,1972,1,1,9,7,5,3,4,4,2,1,4,9998,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,4,1,1,1,1,1,1,1,1,2,2,4,2,2,4,5,1.33968050842906
964,3/2/2018,3/2/2018,2,1982,3,1,998,2,6,3,3,3,1,1,4,9998,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,2,1,1,1,4,3,1,3,2,4,.691498076139383
965,3/2/2018,3/2/2018,2,1982,1,1,6,6,4,3,3,3,1,1,4,9998,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,3,1,1,1,4,4,1.1278677097166
966,3/2/2018,3/2/2018,2,1972,2,1,998,2,6,1,4,4,12,1,2,9998,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,2,1,1,1,1,1,1,4,4,5,4,5,3,5,.766912364820983
967,3/2/2018,3/2/2018,2,1980,1,1,13,1,5,3,3,3,1,1,2,9998,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,4,1,3,2,2,1,1,1,1,3,5,4,3,4,4,5,.923102493420279
968,3/2/2018,3/2/2018,2,1975,2,1,9,1,5,1,3,3,2,7,3,9998,3,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,4,1,2,1,1,1,1,1,1,3,4,4,4,4,3,5,1.11975191814252
969,3/2/2018,3/2/2018,2,1970,2,1,9,2,7,1,4,4,1,7,3,9998,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,3,3,2,2,3,1,1,4,3,4,3,3,3,4,.55687767875385
970,3/2/2018,3/2/2018,2,1978,1,1,12,1,6,1,3,3,98,1,2,9998,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,2,1,1,4,4,4,3,4,3,5,.248748502303593
971,3/2/2018,3/2/2018,2,1979,1,1,998,1,5,1,3,3,99,2,10,9998,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,1,1,1,1,1,3,3,3,3,3,3,5,.344644351063012
972,3/2/2018,3/2/2018,2,1979,1,1,9,1,5,2,3,3,1,2,1,9998,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,4,1,1,1,1,1,2,2,1,2,3,3,3,4,3,5,.923102493420279
973,3/2/2018,3/2/2018,2,1951,1,1,4,5,3,1,6,5,8,1,2,9998,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,1,2,4,1,4,1,4,4,4,2,5,.268372131496319
974,3/2/2018,3/2/2018,2,1965,3,1,1,5,4,7,4,4,1,4,2,9998,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,5,4,5,5,5,3,5,1.05706333663832
975,3/2/2018,3/2/2018,2,1973,2,1,9,7,3,3,4,4,1,1,4,9998,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,5,3,4,5,4,4,5,1.07644620068572
976,3/2/2018,3/2/2018,2,1968,1,1,3,8,6,1,4,4,1,1,2,9998,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,5,1,2,1,2,1,2,1,1,3,1,2,3,3,1,2,.601631184088973
977,3/2/2018,3/2/2018,2,1981,1,1,998,1,6,4,3,3,1,1,5,9998,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,2,1,2,4,1,1,4,4,5,4,3,2,3,.666253086704515
978,3/2/2018,3/2/2018,2,1953,3,1,999,5,4,7,6,5,4,1,2,9998,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,2,1,3,1,1,1,5,4,3,5,1,5,5,1.29898466762943
979,3/2/2018,3/2/2018,2,1958,2,1,9,7,4,1,5,5,2,1,5,9998,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,1,1,3,2,1,5,3,3,5,4,3,5,1.23543857891828
980,3/2/2018,3/2/2018,2,1983,2,1,7,2,5,2,3,3,5,7,2,9998,3,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,4,1,1,2,2,1,2,1,1,4,4,4,3,4,4,5,.701450790866575
981,3/2/2018,3/2/2018,2,1954,2,1,1,6,4,1,5,5,2,7,1,9998,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,3,1,1,4,1,1,4,4,2,5,5,1,5,1.23543857891828
982,3/2/2018,3/2/2018,2,1958,1,1,3,5,4,1,5,5,1,4,3,9998,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,3,1,1,4,3,5,4,5,4,5,1.01847240820883
983,3/2/2018,3/2/2018,1,1977,1,1,8,1,4,2,3,3,1,1,3,9998,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,1,1,2,5,1,1,2,3,2,3,3,3,1.07503581091763
984,3/2/2018,3/2/2018,2,1960,3,1,999,3,2,7,5,5,99,1,3,9998,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,4,2,1,3,5,.820956333754016
985,3/2/2018,3/2/2018,2,1959,3,1,4,2,6,7,5,5,1,1,2,9998,5,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,5,1,2,3,2,1,2,1,1,4,4,4,3,4,2,5,.624427585620317
986,3/2/2018,3/2/2018,2,1967,2,1,1,6,3,7,4,4,1,7,2,9998,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,4,1,1,4,3,4,5,4,3,3,.972038426913662
987,3/2/2018,3/2/2018,2,1981,1,1,10,7,4,3,3,3,1,1,4,9998,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,1,2,3,1,2,3,1,1,4,3,3,4,3,4,5,1.1278677097166
988,3/2/2018,3/2/2018,2,1976,1,1,7,1,5,1,3,3,1,7,2,9998,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,4,1,2,4,1,2,4,2,1,2,4,5,4,2,5,5,.923102493420279
989,3/2/2018,3/2/2018,2,1947,2,1,2,5,3,7,6,5,5,4,1,9998,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,4,3,5,5,1,5,1.36813343903203
990,3/2/2018,3/2/2018,2,1979,2,1,11,2,4,1,3,3,12,7,3,9998,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1.29826894572813
991,3/2/2018,3/2/2018,2,1968,2,1,11,1,6,4,4,4,3,1,5,9998,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,1,4,4,4,2,3,3,1,4,4,4,5,5,3,5,.502589372049649
992,3/2/2018,3/2/2018,2,1948,1,1,8,5,3,7,6,5,2,2,2,9998,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,4,3,2,4,2,1,2,2,4,4,2,4,5,2.6129583501316
993,3/2/2018,3/2/2018,2,1950,2,1,2,5,4,1,6,5,4,7,1,9998,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,4,5,5,4,5,1,5,5,5,5,5,5,5,1.04609917425209
994,3/2/2018,3/2/2018,2,1953,3,1,10,7,4,7,6,5,6,1,5,9998,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1,4,1,3,1,1,2,5,1.69568694668148
995,3/2/2018,3/2/2018,2,1982,1,1,10,7,5,2,3,3,4,1,3,9998,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,1,1,1,1,1,2,1,5,5,4,4,5,5,5,.732714226602381
996,3/2/2018,3/2/2018,2,1981,1,1,7,2,4,3,3,3,12,1,4,9998,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,3,1,3,3,1,1,2,1,1,3,3,3,4,4,4,5,1.55325976505213
997,3/2/2018,3/2/2018,2,1977,3,1,10,3,4,3,3,3,3,1,4,9998,5,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,1,4,4,4,1,4,1,1,4,4,5,5,4,3,5,1.16996343990288
998,3/2/2018,3/2/2018,2,1939,2,1,4,5,4,7,6,5,1,1,2,9998,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,1,2,1,1,5,2,3,5,3,3,5,1.3179173012578
999,3/2/2018,3/2/2018,2,1969,3,1,11,1,4,7,4,4,98,1,4,9998,5,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,3,1,1,2,1,1,2,1,1,4,3,4,4,3,4,1,.437050021313281
1000,3/2/2018,3/2/2018,2,1975,1,1,998,6,2,1,3,3,99,7,3,9998,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,4,1,1,5,5,5,5,5,5,5,.875945752572528
1001,3/2/2018,3/2/2018,2,1967,3,1,3,7,3,1,4,4,1,5,3,9998,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,4,1,4,1,1,5,5,5,5,5,5,5,1.20702037052101
1002,3/2/2018,3/2/2018,2,1974,2,1,2,7,2,1,3,3,1,1,2,9998,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,1,1,1,1,1,4,4,1,4,1,3,5,1.96099527389934
1003,3/2/2018,3/2/2018,2,1947,1,1,3,8,4,1,6,5,3,7,1,9998,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,4,4,1,2,5,1,5,2,4,4,4,3,5,1.57590476392708
1004,3/2/2018,3/2/2018,2,1948,3,1,2,5,4,1,6,5,4,5,1,9998,5,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,3,1,5,5,5,1,5,1,1,5,5,1,5,5,1,5,1.29898466762943
1005,3/2/2018,3/2/2018,2,1948,1,1,998,5,5,7,6,5,4,1,2,9998,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,2,5,1.02433979174902
1006,3/2/2018,3/2/2018,2,1950,3,1,3,3,5,1,6,5,2,5,1,9998,5,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,4,1,2,2,1,1,1,1,1,3,4,4,4,4,4,5,1.94384844049524
1007,3/2/2018,3/2/2018,2,1957,2,1,2,5,3,7,5,5,99,1,2,9998,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,4,2,4,4,3,4,5,.362914795745704
1008,3/2/2018,3/2/2018,2,1956,2,1,7,5,2,2,5,5,1,4,5,9998,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,4,1,1,2,3,2,3,1,3,5,1.77079240932985
1009,3/2/2018,3/2/2018,1,1985,2,1,11,1,7,7,2,2,2,2,2,9998,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,1,4,2,1,4,4,4,1,4,3,4,4,4,2,5,.897241662598597
1010,3/2/2018,3/2/2018,2,1958,2,1,3,2,4,2,5,5,1,6,2,9998,3,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,4,1,1,1,5,.851274931218019
1011,3/2/2018,3/2/2018,2,1964,2,1,11,1,6,7,4,4,2,1,2,9998,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,2,2,1,1,1,2,1,4,4,4,4,4,3,4,.729797262167357
1012,3/2/2018,3/2/2018,2,1968,2,1,2,8,4,1,4,4,1,7,2,9998,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,2,1,1,5,1,3,2,2,1,5,.851274931218019
1013,3/2/2018,3/2/2018,2,1938,1,1,5,5,2,7,6,5,99,3,1,9998,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,1,5,4,3,4,4,4,5,1.22457850168166
1014,3/2/2018,3/2/2018,2,1957,3,1,2,7,4,7,5,5,6,5,1,9998,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,2,3,1,3,2,1,5,5,5,5,5,5,5,1.09528555966746
1015,3/2/2018,3/2/2018,2,1967,2,1,6,8,5,3,4,4,2,1,4,9998,3,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,4,1,3,2,3,2,3,1,1,4,4,4,4,3,5,5,1.01114379181369
1016,3/2/2018,3/2/2018,2,1934,2,1,2,5,2,7,6,5,1,4,1,9998,3,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,5,1,1,1,1,4,5,2.74148558545311
1017,3/2/2018,3/2/2018,2,1959,3,1,3,2,4,7,5,5,8,4,1,9998,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,2,1,2,1,1,4,1,4,4,3,2,5,.157564092636653
1018,3/2/2018,3/2/2018,2,1951,2,1,3,5,5,7,6,5,4,6,1,9998,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,2,2,1,1,2,1,1,5,5,5,5,5,5,5,.856179096003772
1019,3/2/2018,3/2/2018,2,1965,2,1,7,3,5,1,4,4,4,1,2,9998,3,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,4,1,2,3,1,1,4,1,1,4,1,3,5,5,3,4,.553026961832371
1020,3/2/2018,3/2/2018,2,1967,2,1,11,1,6,2,4,4,1,1,3,9998,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,4,4,4,4,4,4,1,5,5,5,5,5,5,5,.502864427868665
1021,3/2/2018,3/2/2018,2,1959,1,1,4,5,4,7,5,5,1,1,2,9998,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,3,4,1,4,1,1,5,5,5,5,5,3,5,1.01847240820883
