ID,starttime,endtime,gender,birthyear,geo_state_au,metro_regional,localincome_annual_au,employment_status_au,education_a_au,numberofchildren,agegroup1,agegroup2,au_pol_pastvote_2016,maritalstatus,household_size,localincome_au,geo_GCCSA_au_interlude,social_au_1,social_au_2,social_au_3,social_au_4,social_au_5,social_au_6,social_au_7,social_au_8,social_au_9,social_au_10,social_au_11,social_au_12,social_au_13,social_au_14,social_au_15,social_au_99,educ,B1,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B2,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B3,weight1
794,3/2/2018,3/2/2018,1,1974,1,1,12,1,6,1,3,3,3,2,2,9998,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,5,1,2,1,2,1,2,2,1,3,4,5,2,4,2,3,.634696915562762
795,3/2/2018,3/2/2018,2,1996,1,2,6,2,3,1,1,1,1,2,2,9998,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,1,4,4,4,4,4,4,4,2.38625836949817
796,3/2/2018,3/2/2018,2,1994,1,2,7,3,5,2,1,1,1,1,3,9998,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,1,1,3,1,1,3,2,1,3,1,4,2,2,2,3,.968380616960132
797,3/2/2018,3/2/2018,1,1990,2,1,5,4,5,1,2,2,3,2,3,9998,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,1,2,3,2,2,3,1,1,3,2,3,3,2,3,1,.856113197914693
798,3/2/2018,3/2/2018,1,1972,1,1,11,1,7,3,4,4,4,1,6,9998,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,5,1,1,1,1,1,1,1,1,4,3,5,2,1,4,5,.504067506151206
799,3/2/2018,3/2/2018,2,1993,2,1,999,1,5,1,2,2,3,3,6,9998,3,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,4,1,2,2,2,2,3,3,1,3,3,3,4,3,2,5,.955609736412579
800,3/2/2018,3/2/2018,1,1963,2,1,998,2,4,7,5,5,99,1,6,9998,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,3,1,1,2,1,1,5,5,5,5,5,5,4,.298320533119821
801,3/2/2018,3/2/2018,1,1958,1,1,11,3,4,7,5,5,2,1,4,9998,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,1,4,4,4,4,5,1,4,1.46169342073156
802,3/2/2018,3/2/2018,2,1997,2,1,999,4,3,1,1,1,99,7,3,9998,3,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,4,4,4,4,4,3,3,.454668798977276
803,3/2/2018,3/2/2018,2,1997,2,1,999,4,3,1,1,1,99,3,4,9998,3,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,3,2,3,1,3,2,1,4,4,4,3,4,4,5,.454668798977276
804,3/2/2018,3/2/2018,2,1995,4,1,4,1,4,1,1,1,3,7,3,9998,7,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,3,1,3,2,2,1,2,1,1,1,5,5,1,5,5,4,.794021460592828
805,3/2/2018,3/2/2018,2,1980,2,1,7,3,5,1,3,3,5,1,2,9998,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,4,3,4,3,2,1,2,4,3,2,3,3,2,.701450790866575
806,3/2/2018,3/2/2018,1,1979,2,1,6,1,5,1,3,3,4,7,5,9998,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,4,3,4,3,3,1,3,3,2,2,2,2,3,.554059391505001
807,3/2/2018,3/2/2018,2,1998,4,1,2,6,3,1,1,1,1,7,3,9998,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,3,3,1,2,3,3,.907159065175488
808,3/2/2018,3/2/2018,2,1993,4,1,999,6,3,3,2,2,6,1,2,9998,7,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,3,2,1,5,5,5,4,5,5,5,1.02961744967998
809,3/2/2018,3/2/2018,1,1975,3,1,7,1,5,3,3,3,1,5,3,9998,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,2,1,1,3,2,4,5,3,3,5,.97915182692468
810,3/2/2018,3/2/2018,2,1997,5,1,999,6,3,1,1,1,98,7,5,9998,9,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,3,4,4,4,1,1,1,5,5,4,5,1,5,5,.486793903734967
811,3/2/2018,3/2/2018,1,1980,1,1,998,2,4,1,3,3,99,1,2,9998,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,3,1,1,2,1,2,1,1,1,3,3,3,3,3,3,1,.401369319294559
812,3/2/2018,3/2/2018,2,1998,5,1,998,4,3,1,1,1,4,7,4,9998,9,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,1,4,3,3,3,3,3,3,1.03492431426711
813,3/2/2018,3/2/2018,1,1979,1,1,998,1,5,3,3,3,1,1,4,9998,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,1,2,2,2,2,1,1,3,3,5,2,3,5,3,.879862264895865
814,3/2/2018,3/2/2018,1,1973,2,1,11,1,4,1,4,4,3,1,2,9998,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,1,4,3,4,4,4,3,5,.852397653204912
815,3/2/2018,3/2/2018,1,1986,2,1,1,1,2,3,2,2,5,1,3,9998,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,3,4,2,1,1,1,2,1.97925414040677
816,3/2/2018,3/2/2018,1,1978,1,1,12,1,5,3,3,3,1,1,4,9998,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,1,2,3,3,4,2,3,1,2,2,3,2,3,3,3,.879862264895865
817,3/2/2018,3/2/2018,2,1994,3,1,11,7,2,3,1,1,99,3,6,9998,5,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,3,2,1.02851477717727
818,3/2/2018,3/2/2018,2,1993,2,1,10,1,6,7,2,2,1,7,5,9998,3,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,5,1,2,2,2,1,3,1,1,3,3,3,3,4,5,5,.690092790967584
819,3/2/2018,3/2/2018,2,1989,1,1,6,2,3,2,2,2,1,2,3,9998,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,3,4,3,4,2,4,1.59595055820045
820,3/2/2018,3/2/2018,2,1955,5,2,1,7,4,7,5,5,1,1,2,9998,10,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,4,1,1,5,1,4,4,5,4,5,1.15235870714731
821,3/2/2018,3/2/2018,2,1969,2,1,3,2,4,7,4,4,2,2,4,9998,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1,2,1,1,1,1,2,3,4,3,2,3,3,.962591659305579
822,3/2/2018,3/2/2018,2,1960,1,2,3,2,3,7,5,5,12,5,2,9998,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,1,1,1,2,1,5,4,1,2,4,1.48512622912543
823,3/2/2018,3/2/2018,2,1988,4,1,11,7,4,2,2,2,2,6,4,9998,7,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,3,1,2,1,1,1,3,1,1,3,3,2,1,3,4,3,1.26295322791969
824,3/2/2018,3/2/2018,2,1989,1,2,10,2,4,2,2,2,1,1,3,9998,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,3,1,1,3,1,1,2,1,1,4,4,3,3,4,3,3,1.29604602577613
825,3/2/2018,3/2/2018,2,1984,4,1,11,2,4,3,2,2,7,1,4,9998,7,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,3,1,2,3,2,1,3,2,1,3,3,4,3,4,5,5,.277203576893335
826,3/2/2018,3/2/2018,2,1984,4,2,7,2,3,3,2,2,99,2,4,9998,8,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,3,4,2,3,3,4,.886220064037871
827,3/2/2018,3/2/2018,2,1967,4,1,998,2,4,7,4,4,99,7,3,9998,8,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,1,1,2,1,1,2,1,1,2,1,3,3,1,3,5,.345308511982854
828,3/2/2018,3/2/2018,2,1982,4,1,12,2,6,3,3,3,7,1,4,9998,7,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,5,1,2,1,1,1,2,1,1,2,2,2,2,3,3,3,.132139366585887
829,3/2/2018,3/2/2018,2,1960,2,2,3,2,2,7,5,5,7,1,4,9998,4,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,1,4,2,1,4,4,5,3,4,3,5,.649990034417717
830,3/2/2018,3/2/2018,2,1959,5,1,5,5,3,1,5,5,1,7,1,9998,9,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,3,1,5,2,4,5,3,1,5,1.04071882979889
831,3/2/2018,3/2/2018,2,1988,1,2,2,2,6,1,2,2,1,1,2,9998,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,5,1,2,2,2,1,2,1,1,1,1,2,1,3,1,1,.765599243373529
832,3/2/2018,3/2/2018,2,1990,5,1,13,1,3,1,2,2,2,1,2,9998,9,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,3,1,2,2,1,1,5,5,5,5,4,5,3,2.07272317104631
833,3/2/2018,3/2/2018,2,1967,5,1,1,8,2,7,4,4,1,7,2,9998,10,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5,3,1,1,1,1,5,2,3,1,2,2,5,1.46359651245385
834,3/2/2018,3/2/2018,1,1971,2,1,998,1,4,2,4,4,1,1,3,9998,3,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,3,1,3,3,3,3,3,3,1,4,4,4,3,3,4,1,.852864151200429
835,3/2/2018,3/2/2018,2,1986,2,2,6,7,5,3,2,2,4,1,4,9998,4,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,4,1,1,1,1,1,2,2,1,3,4,4,3,3,3,3,.874538734418102
836,3/2/2018,3/2/2018,2,1982,1,2,4,2,4,3,3,3,1,7,3,9998,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,1,3,1,1,5,1,3,4,3,2,5,1.04585805248075
837,3/2/2018,3/2/2018,2,1987,1,2,7,2,4,3,2,2,99,2,4,9998,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,3,1,1,3,1,1,3,2,1,5,5,5,4,3,4,5,.483884449110726
838,3/2/2018,3/2/2018,2,1974,5,1,2,6,5,1,3,3,3,7,2,9998,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,4,2,4,3,1,1,4,3,3,4,3,2,3,.825625055802504
839,3/2/2018,3/2/2018,2,1976,3,2,2,7,3,1,3,3,3,7,1,9998,6,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,1,5,3,5,5,3,1,4,1.63645856144481
840,3/2/2018,3/2/2018,2,1984,2,2,2,7,4,3,2,2,1,7,3,9998,4,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1,3,3,3,3,3,3,3,1.34617831022662
841,3/2/2018,3/2/2018,2,1987,1,2,9,2,4,2,2,2,3,1,3,9998,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,2,3,1,1,4,4,4,4,3,4,5,1.29533711700998
842,3/2/2018,3/2/2018,2,1976,5,1,8,1,6,1,3,3,99,7,1,9998,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,2,1,5,1,5,1,3,5,5,3,5,5,4,.222603008403725
843,3/2/2018,3/2/2018,2,1961,5,1,2,7,2,7,5,5,7,1,2,9998,9,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,3,3,4,4,3,4,5,.603921522706504
844,3/2/2018,3/2/2018,2,1984,1,2,12,2,4,3,2,2,8,1,4,9998,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,3,1,1,2,1,1,2,1,1,3,2,2,2,1,2,5,.193186452494121
845,3/2/2018,3/2/2018,2,1962,3,2,7,7,3,7,5,5,99,1,2,9998,6,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,5,3,4,5,4,3,5,.552020202715412
846,3/2/2018,3/2/2018,2,1962,1,2,3,2,4,7,5,5,1,5,2,9998,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,.94441711574695
847,3/2/2018,3/2/2018,2,1953,2,2,1,6,3,7,6,5,5,5,1,9998,4,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,4,1,1,3,1,3,3,1.57653866703283
848,3/2/2018,3/2/2018,2,1991,3,2,11,2,3,1,2,2,99,2,2,9998,6,1,1,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,4,1,1,2,4,3,1,2,1,1,.757550427611204
849,3/2/2018,3/2/2018,1,1981,2,2,4,6,4,2,3,3,98,2,3,9998,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,2,1,1,2,1,1,2,3,3,2,2,2,5,.521513108979149
850,3/2/2018,3/2/2018,2,1988,1,2,8,7,4,3,2,2,99,1,4,9998,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,3,1,1,2,1,1,2,1,1,4,3,4,3,2,3,5,.483884449110726
851,3/2/2018,3/2/2018,2,1990,1,2,9,7,3,3,2,2,99,1,4,9998,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,3,4,4,3,3,5,.552529225838453
852,3/2/2018,3/2/2018,2,1989,2,2,1,7,2,3,2,2,99,7,3,9998,4,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,3,2,1,3,1,2,3,1,3,2,1.04549422143184
853,3/2/2018,3/2/2018,2,1984,1,2,998,6,5,3,2,2,98,1,4,9998,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,4,1,2,2,1,1,2,1,1,3,2,2,2,3,1,3,.396034869739862
854,3/2/2018,3/2/2018,2,1986,1,2,8,6,6,3,2,2,6,1,4,9998,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,5,1,2,2,2,1,2,1,1,3,2,3,3,3,4,4,.793282452143427
855,3/2/2018,3/2/2018,2,1982,5,1,998,2,5,3,3,3,1,2,7,9998,9,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,1,2,2,2,1,4,1,1,4,4,4,4,2,4,3,.826076901759766
856,3/2/2018,3/2/2018,2,1974,3,2,12,1,5,2,3,3,3,1,3,9998,6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,1,1,3,1,1,4,2,5,3,3,2,4,1.17295995018726
857,3/2/2018,3/2/2018,2,1984,3,2,4,2,5,2,2,2,2,1,3,9998,6,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,4,1,3,2,3,3,3,4,1,2,1,2,2,2,1,1,2.11066735455341
858,3/2/2018,3/2/2018,2,1983,6,2,4,1,2,1,3,3,99,7,1,9998,12,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,3,3,1,3,1,1,2,.683326203804449
859,3/2/2018,3/2/2018,2,1986,5,1,7,6,4,3,2,2,4,2,4,9998,9,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,1,2,2,1,1,3,2,1,3,3,4,3,1,4,3,.992798467442153
860,3/2/2018,3/2/2018,2,1989,3,2,1,7,2,3,2,2,98,1,4,9998,6,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,4,1,2,1,1,1,1,3,2,2,3,3,3,5,1.380052999713
861,3/2/2018,3/2/2018,2,1979,1,2,8,7,4,4,3,3,1,1,5,9998,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,1,2,2,1,1,4,1,1,5,5,5,5,4,3,5,1.04585805248075
862,3/2/2018,3/2/2018,2,1992,4,1,4,7,4,3,2,2,1,2,4,9998,7,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,1,1,1,1,1,1,1,1,3,1,4,2,1,4,4,.870233810547072
863,3/2/2018,3/2/2018,2,1990,5,1,10,1,3,1,2,2,2,2,2,9998,9,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,4,3,3,2,5,2.07272317104631
864,3/2/2018,3/2/2018,2,1975,6,2,10,2,4,3,3,3,2,2,6,9998,12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,2,3,1,1,3,5,4,3,4,4,4,1.27691015802504
865,3/2/2018,3/2/2018,2,1949,1,2,2,5,2,7,6,5,1,7,10,9998,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,4,5,1,3,3,3,3,3,2,5,3.0414450308914
866,3/2/2018,3/2/2018,2,1970,5,1,3,2,5,2,4,4,2,5,3,9998,9,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,4,1,4,2,3,5,3,5,1,3,3,4,3,3,3,3,1.19886917394249
867,3/2/2018,3/2/2018,2,1982,4,1,11,1,4,3,3,3,1,1,4,9998,7,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,3,3,4,1,2,3,1,4,3,3,4,3,2,5,.702244380369618
868,3/2/2018,3/2/2018,2,1948,4,1,9,5,2,7,6,5,1,1,2,9998,7,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,4,1,1,5,5,4,5,5,3,5,2.04218696416826
869,3/2/2018,3/2/2018,2,1976,3,2,6,1,4,2,3,3,2,5,1,9998,6,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,3,1,2,2,3,3,3,4,1,1,2,2,2,2,3,2,2.08103963637678
870,3/2/2018,3/2/2018,2,1987,3,2,7,1,3,2,2,2,1,2,3,9998,6,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,3,3,3,3,1,2.02903859141346
871,3/2/2018,3/2/2018,2,1956,3,1,2,6,5,7,5,5,1,1,3,9998,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,1,2,1,1,3,3,3,3,4,3,5,.647064798135659
872,3/2/2018,3/2/2018,2,1981,4,1,10,7,5,3,3,3,2,1,4,9998,7,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,1,2,2,1,1,1,1,1,4,3,4,3,3,3,3,.83412540356476
873,3/2/2018,3/2/2018,2,1964,3,1,2,7,3,7,4,4,8,1,3,9998,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,1,4,1,1,1,2,1,1,1,4,5,.179916437249561
874,3/2/2018,3/2/2018,2,1987,1,1,11,1,5,4,2,2,4,1,4,9998,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,3,4,3,3,1,3,3,2,3,2,3,2,.907992589592002
875,3/2/2018,3/2/2018,2,1982,4,1,8,3,4,3,3,3,98,1,4,9998,8,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,3,1,3,1,1,1,3,1,1,5,4,4,4,4,4,3,.382398499376815
876,3/2/2018,3/2/2018,2,1979,3,2,7,1,6,1,3,3,4,7,2,9998,6,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,5,1,2,2,2,2,3,2,1,4,4,4,3,4,4,2,.672349069659448
877,3/2/2018,3/2/2018,2,1984,5,1,11,1,3,3,2,2,99,1,4,9998,9,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,1,1,3,3,5,3,2,4,2,.533225890594012
878,3/2/2018,3/2/2018,2,1952,6,1,5,5,2,7,6,5,99,2,2,9998,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,2,1,1,5,4,4,5,5,4,5,.583275004541813
879,3/2/2018,3/2/2018,2,1942,2,2,3,5,2,1,6,5,4,2,2,9998,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,5,5,4,5,4,3,5,2.50753403167537
880,3/2/2018,3/2/2018,2,1987,1,2,3,3,5,1,2,2,6,7,1,9998,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,1,1,1,1,2,1,1,2,3,3,2,2,4,1,1.09910336503239
881,3/2/2018,3/2/2018,2,1962,2,2,2,5,6,7,5,5,1,4,2,9998,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,5,4,2,5,3,2,1,3,2,2,4,3,4,5,.579464833029149
882,3/2/2018,3/2/2018,2,1987,3,2,5,7,4,3,2,2,4,1,4,9998,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,4,3,1,3,2,1,1,4,3,1,1,5,4,1.41046208897456
883,3/2/2018,3/2/2018,2,1988,1,2,4,1,4,2,2,2,99,7,2,9998,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,1,2,2,1,1,2,1,1,4,4,5,4,3,4,5,.483884449110726
884,3/2/2018,3/2/2018,2,1966,4,2,2,7,2,7,4,4,7,4,2,9998,8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,5,4,4,4,4,3,5,1.00371602348601
885,3/2/2018,3/2/2018,2,1955,6,2,2,3,4,7,5,5,1,5,1,9998,12,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,1,2,1,1,3,3,5,3,5,4,5,.794511397922775
886,3/2/2018,3/2/2018,2,1934,4,1,4,5,3,7,6,5,99,1,2,9998,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,5,3,4,5,4,4,5,.418535713769037
887,3/2/2018,3/2/2018,2,1948,3,2,7,5,4,7,6,5,2,3,2,9998,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,1,2,1,1,5,1,3,5,1,2,5,2.90930847300776
888,3/2/2018,3/2/2018,2,1946,3,2,13,5,3,7,6,5,4,1,2,9998,6,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,5,3,1,5,5,5,1,4,4,4,4,4,4,5,1.81692393798579
889,3/2/2018,3/2/2018,2,1972,3,2,10,7,4,1,4,4,7,1,3,9998,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,1,1,1,2,1,1,5,2,4,5,4,3,5,.456764049616198
890,3/2/2018,3/2/2018,1,1981,1,1,5,2,6,2,3,3,1,7,5,9998,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,5,1,2,4,2,1,4,4,1,4,3,1,5,4,3,2,.635044270858447
891,3/2/2018,3/2/2018,2,1968,3,2,2,8,3,1,4,4,2,3,2,9998,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,4,1,1,1,1,2,1,3,4,2.1457792752323
892,3/2/2018,3/2/2018,2,1959,4,1,4,5,3,7,5,5,1,5,2,9998,7,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,3,1,1,5,4,4,4,3,2,5,.72409069544154
893,3/2/2018,3/2/2018,2,1970,6,1,6,1,4,2,4,4,99,2,4,9998,11,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,5,5,5,5,5,5,1,5,5,5,5,5,5,3,.200570075774808
894,3/2/2018,3/2/2018,2,1974,2,1,5,2,6,5,3,3,5,1,6,9998,4,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,5,1,1,2,1,1,3,1,1,2,3,4,3,3,4,3,.356203809089057
895,3/2/2018,3/2/2018,2,1984,3,2,998,8,4,3,2,2,99,1,4,9998,6,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,4,.663434356403472
896,3/2/2018,3/2/2018,2,1976,1,2,3,7,4,3,3,3,99,1,6,9998,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,5,2,2,1,2,1,1,3,4,5,3,3,5,5,.390475675637835
897,3/2/2018,3/2/2018,2,1988,2,1,3,2,2,7,2,2,99,7,2,9998,4,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,3,2,1,2,1,4,3,1,2,4,.638348008227394
898,3/2/2018,3/2/2018,2,1946,2,2,2,5,6,1,6,5,7,4,1,9998,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,1,1,1,5,3,5,5,4,1,5,.285764500318448
899,3/2/2018,3/2/2018,2,1970,4,1,5,1,4,2,4,4,4,5,2,9998,7,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,1,3,3,2,2,3,3,1,4,4,5,4,4,4,5,.557407711186981
900,3/2/2018,3/2/2018,2,1986,5,1,6,6,2,2,2,2,99,2,3,9998,9,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,1,3,1,1,5,5,5,3,4,3,5,.971394065685322
901,3/2/2018,3/2/2018,2,1978,4,1,8,1,5,3,3,3,2,6,3,9998,7,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,1,3,3,2,2,2,2,1,4,3,4,3,4,3,3,.83412540356476
902,3/2/2018,3/2/2018,2,1967,4,1,10,1,4,1,4,4,2,7,3,9998,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,1,1,2,1,1,3,3,4,3,4,3,5,.92030269073272
903,3/2/2018,3/2/2018,2,1960,1,2,11,1,4,7,5,5,1,1,2,9998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,1,1,1,3,2,3,2,3,3,5,.94441711574695
904,3/2/2018,3/2/2018,2,1974,4,1,12,1,4,3,3,3,1,1,5,9998,8,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,3,1,3,2,2,1,4,1,1,5,5,5,5,5,5,5,1.0242239780404
905,3/2/2018,3/2/2018,2,1983,5,2,9,2,3,1,3,3,5,1,2,9998,10,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,3,3,5,3,3,5,3,1.32475900851252
906,3/2/2018,3/2/2018,1,1975,1,1,11,1,4,5,3,3,1,1,6,9998,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,4,1,4,2,3,1,3,4,3,3,2,3,3,1.07503581091763
907,3/2/2018,3/2/2018,2,1974,4,1,6,1,5,1,3,3,3,7,1,9998,7,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,3,1,1,3,3,1,4,3,5,3,4,3,5,.574437017677022
