ID,split_text,starttime,endtime,gender,age,geo_state_au,metro_regional,localincome_annual_au,employment_status_au,education_a_au,numberofchildren,agegroup1,agegroup2,au_pol_pastvote_2016,political_interest,maritalstatus,household_size,localincome_au,geo_GQSA_au_interlude,social_au_1,social_au_2,social_au_3,social_au_4,social_au_5,social_au_6,social_au_7,social_au_8,social_au_9,social_au_10,social_au_11,social_au_12,social_au_13,social_au_14,social_au_15,social_au_99,educ,Q1,Q1_1,Q1_2,Q1_3,Q2,Q3,Q4,Q5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,weight0,weight1
778,in the last year?,12/8/2017,12/8/2017,1,52,1,2,999,6,4,1,4,4,1,3,7,2,999,2,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,3,4,3,2,1,2,2,2,2,2,2,3,3,3,3,1,3,2,2,2,2,3,3,3,3,3,1.06971063018891,.859451312014043
779,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,59,1,2,1,5,2,7,5,5,99,3,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,2,4,3,6,4,1,4,2,2,1,1,3,2,2,4,2,1,4,3,3,2,2,4,3,3,4,2,1.09493862663144,1.13846142658129
782,in the last year?,12/8/2017,12/8/2017,2,24,1,2,1,2,4,1,1,1,1,2,2,2,2,2,1,1,1,9,9,1,1,1,9,9,9,1,9,9,9,9,3,1,2,2,2,3,2,2,1,2,2,4,2,1,1,2,2,2,2,1,3,3,3,2,2,1,3,3,3,3,1.12325619794142,1.72737517821178
783,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,34,1,1,10,1,3,2,2,2,6,1,1,3,7,2,9,9,9,1,9,1,9,9,1,9,9,9,9,9,1,9,2,1,2,1,1,3,1,1,1,1,2,2,3,1,1,2,1,1,2,1,3,1,1,1,2,3,2,2,2,1,1.21738957259485,1.37102812008247
789,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,46,1,2,6,2,2,2,4,4,1,1,7,3,8,2,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,1,2,2,3,3,3,2,1,3,2,2,1,1,1,2,1,2,3,1,3,2,1,1,1,1,1,1,2,3,1.06971063018891,1.47019485425933
796,in the last year?,12/8/2017,12/8/2017,1,32,1,1,10,1,3,2,2,2,8,1,1,3,7,2,9,1,9,9,9,9,1,9,9,9,9,1,9,9,1,9,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,3,1,2,2,1,1,1,2,1.21738957259485,.300850353317215
801,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,25,1,1,9,1,5,1,2,2,6,1,7,1,7,2,1,9,1,9,9,1,1,1,9,9,9,9,9,9,9,9,4,1,2,1,1,3,2,1,1,1,1,3,3,2,1,4,3,2,2,1,4,1,3,2,2,2,1,3,3,2,1.21738957259485,.853603118198568
804,in the last year?,12/9/2017,12/9/2017,1,23,1,1,10,1,5,1,1,1,7,1,7,1,7,2,1,1,9,1,9,9,9,1,9,9,9,9,9,9,9,9,4,1,1,2,1,3,1,1,1,3,2,2,2,1,2,1,1,2,1,1,2,3,2,3,2,2,1,1,2,1,1.83769126135674,.350211584122799
809,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,41,1,2,10,1,3,4,3,3,1,2,1,4,7,2,1,1,1,9,1,1,9,1,1,9,9,9,9,9,9,9,2,1,2,3,1,3,3,4,1,2,2,2,1,1,1,2,3,2,3,1,2,3,3,3,4,4,2,3,3,3,1.14533975195756,1.32450659221477
820,since the end of the Obama Administration?,12/9/2017,12/10/2017,2,24,1,2,8,1,5,1,1,1,1,4,7,4,1,2,1,1,9,1,1,1,9,1,1,1,1,1,9,9,9,9,4,1,2,2,2,3,4,2,1,2,2,2,2,1,1,2,2,2,2,1,3,2,3,2,2,2,2,2,3,3,1.12325619794142,1.3694517351363
828,in the year since Donald Trump became President?,12/9/2017,12/9/2017,2,20,1,1,12,1,4,1,1,1,1,1,7,1,7,2,9,1,1,1,9,1,1,9,1,1,9,9,9,9,9,9,3,1,3,1,2,3,1,3,1,2,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1.21725957163068,1.89508473867228
840,in the last year?,12/8/2017,12/8/2017,2,60,1,2,2,5,4,7,5,5,1,2,5,1,2,2,1,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,3,4,4,1,4,3,4,1,1,2,3,3,2,3,1,4,4,3,2,2,2,3,3,3,3,1.09493862663144,1.48113698892701
845,in the last year?,12/8/2017,12/8/2017,2,33,1,1,9,1,4,2,2,2,7,1,1,3,8,2,9,9,1,9,9,9,9,9,9,9,1,1,9,9,1,9,3,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,1.18056059674605,.561773517192648
849,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,33,1,1,9,1,3,2,2,2,6,1,1,3,7,2,9,9,9,1,9,9,1,1,9,1,9,9,9,9,1,9,2,1,2,1,2,3,1,1,1,1,2,1,2,4,1,2,1,3,1,1,1,2,2,2,2,1,3,2,1,1,1.18056059674605,2.49508739219944
852,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,23,1,1,10,1,5,1,1,1,1,1,7,1,7,2,9,9,9,9,9,9,9,9,9,9,1,9,1,1,9,9,4,1,1,3,2,1,1,1,1,2,2,1,1,3,2,2,1,1,3,1,2,1,2,3,1,2,1,1,1,2,1.83769126135674,1.45692970374793
857,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,35,1,1,9,1,3,2,3,3,8,1,1,3,6,2,9,1,1,1,1,9,9,9,9,9,1,9,9,9,9,9,2,1,1,2,3,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1.24119126019028,.267341408012158
860,in the last year?,12/7/2017,12/7/2017,2,53,1,2,2,7,2,7,4,4,1,2,3,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,2,4,3,1,2,2,2,1,1,1,2,2,2,2,1,3,3,3,2,2,4,3,3,3,3,1.04436924492107,2.34309921409951
890,in the last year?,12/9/2017,12/9/2017,1,30,1,1,12,1,7,1,2,2,1,1,1,2,7,2,1,1,9,9,1,9,9,1,1,9,1,1,9,9,1,9,5,1,3,2,3,2,2,2,1,1,2,2,2,2,2,2,1,3,2,1,1,2,2,2,2,2,2,2,1,1,1.21738957259485,.728127285152188
891,in the last year?,12/9/2017,12/9/2017,1,23,1,1,12,1,3,1,1,1,7,1,7,2,5,2,1,9,1,1,9,1,1,1,1,1,9,9,9,9,9,9,2,1,3,3,2,1,3,2,1,1,1,1,2,2,2,2,3,2,2,1,2,1,2,2,1,2,2,2,1,1,1.83769126135674,.562497862969719
909,in the last year?,12/8/2017,12/8/2017,2,24,1,2,6,6,3,3,1,1,99,2,2,4,4,2,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,3,3,2,1,4,3,3,2,2,1,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,1.12325619794142,.988340456790619
913,in the year since Donald Trump became President?,12/7/2017,12/8/2017,2,37,1,2,6,1,4,3,3,3,5,2,1,4,3,2,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,3,1,4,4,2,4,6,6,1,3,3,3,2,1,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,1.11226428161024,2.04151442055978
924,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,18,1,2,998,2,3,1,1,1,3,1,3,5,8,2,1,1,9,9,9,1,1,9,9,9,9,1,9,9,9,9,2,1,3,2,3,3,5,4,1,4,2,3,1,1,1,4,4,2,4,1,3,3,4,2,2,2,3,4,3,4,1.6957747939139,1.75329688162682
942,in the last year?,12/8/2017,12/8/2017,2,31,1,1,999,2,4,1,2,2,98,4,2,2,2,2,1,1,9,9,9,1,9,9,1,9,9,9,9,9,9,9,3,1,2,2,2,3,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,5,5,1.18056059674605,1.05011974773429
958,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,47,1,2,9,1,2,2,4,4,8,2,1,3,4,2,1,1,9,1,9,9,1,9,9,9,9,1,9,9,9,9,1,1,2,2,3,3,5,2,1,2,2,2,2,1,2,4,4,4,4,1,2,2,2,2,1,2,3,3,3,3,1.04436924492107,.431082929639498
965,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,25,1,2,998,4,4,1,2,2,1,2,7,4,998,2,1,1,1,9,1,1,9,9,1,1,9,1,1,9,9,9,3,1,3,2,3,3,4,4,1,3,3,3,2,2,1,3,3,3,3,1,3,2,2,2,3,2,3,3,3,3,1.12337615952738,1.17054467483388
966,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,33,1,2,4,7,2,5,2,2,8,3,1,6,3,2,1,1,9,1,9,9,1,9,9,9,9,9,9,9,9,9,1,1,2,2,2,3,5,4,1,4,3,3,4,1,2,4,4,4,4,1,3,3,2,3,2,2,3,3,3,3,1.08939131656527,.670426480424653
970,in the last year?,12/8/2017,12/8/2017,2,33,1,2,7,7,4,3,2,2,5,3,1,4,3,2,1,1,9,9,9,1,1,9,9,9,9,1,9,9,9,9,3,1,2,2,2,3,4,2,1,3,3,3,3,1,2,3,3,3,3,1,3,3,3,3,2,2,3,3,3,3,1.08939131656527,2.53318882114394
976,in the last year?,12/9/2017,12/9/2017,2,23,1,2,5,2,3,2,1,1,3,2,2,3,8,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,4,3,1,3,4,3,2,1,1,3,3,4,4,1,3,3,3,3,2,1,3,3,3,3,1.12325619794142,1.80802966910257
1,in the last year?,12/8/2017,12/8/2017,1,38,2,1,7,1,6,1,3,3,1,2,7,3,4,3,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,5,1,4,4,4,2,1,1,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,.976147976702522,.538691001279906
7,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,42,2,1,5,2,3,3,3,3,1,2,7,3,4,3,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,2,1,3,2,3,3,4,5,1,3,5,2,5,2,5,2,2,2,3,1,3,3,3,3,2,5,5,5,3,5,.976147976702522,1.20979780908934
11,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,58,2,1,10,1,4,1,5,5,2,1,7,1,6,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,3,3,3,3,4,2,1,2,1,1,1,1,2,2,3,2,2,1,3,2,2,2,3,2,3,3,3,3,.898965992217575,1.06804357085128
14,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,53,2,1,13,1,3,7,4,4,3,1,7,3,7,3,1,1,1,9,9,9,9,1,1,1,9,9,9,9,1,9,2,1,2,2,3,3,4,2,1,3,3,3,1,1,1,2,2,2,3,1,3,3,3,2,2,1,3,2,2,3,.911690933219936,.82167264088905
31,in the last year?,12/8/2017,12/8/2017,1,30,2,1,5,4,6,1,2,2,2,1,7,3,4,3,1,1,9,9,9,1,9,1,9,9,1,9,9,9,9,9,5,1,2,2,2,3,4,2,1,3,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,2,2,2,3,3,.957428888086943,.817126682748011
33,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,72,2,1,1,5,2,4,6,5,1,3,6,4,7,3,1,1,1,9,1,9,9,9,1,9,9,9,9,9,1,9,1,1,2,2,1,2,5,4,1,1,2,2,2,1,2,2,2,1,4,1,1,3,3,3,2,3,3,3,2,3,.9106518871856,1.22955254432589
34,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,60,2,1,998,5,5,7,5,5,2,1,1,4,998,3,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,4,1,2,2,2,3,4,4,1,3,3,3,3,1,2,2,4,4,2,1,4,3,3,3,2,3,3,4,4,3,.933192201853585,1.09957214608159
36,since the end of the Obama Administration?,12/8/2017,12/9/2017,1,43,2,1,13,1,2,3,3,3,2,1,1,4,8,3,1,1,1,1,1,1,1,1,1,9,9,1,9,1,9,9,1,1,1,2,2,1,4,2,1,2,2,3,2,1,2,3,3,3,3,1,3,2,3,3,2,2,3,3,3,3,.976147976702522,2.19069221245017
37,since the end of the Obama Administration?,12/10/2017,12/10/2017,1,25,2,1,6,2,7,1,2,2,3,2,7,1,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,5,1,2,2,3,3,4,4,1,4,2,4,1,1,1,2,2,2,4,1,4,2,3,2,2,2,3,3,2,3,.957428888086943,.498301814239508
46,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,54,2,1,999,2,2,1,4,4,1,2,7,3,999,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,3,5,4,1,3,3,3,2,2,3,4,3,3,4,1,3,3,3,3,3,3,4,4,3,4,.911690933219936,1.34286875133117
50,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,57,2,1,13,1,7,7,5,5,2,3,1,4,8,3,1,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,5,1,2,3,3,1,4,3,1,3,2,2,2,1,3,2,2,3,2,1,3,3,3,3,2,3,3,3,3,3,.898965992217575,.605572747817207
51,in the last year?,12/7/2017,12/8/2017,2,26,2,1,8,1,5,1,2,2,7,2,3,3,998,3,9,9,9,1,1,9,9,9,9,9,9,9,9,9,1,9,4,1,2,2,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,.928464351023318,.282021636204776
56,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,48,2,1,3,2,6,1,4,4,12,1,1,2,7,3,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,5,1,2,2,2,1,4,2,1,4,1,2,4,1,1,2,2,4,2,1,4,1,2,3,1,1,2,2,4,2,.911690933219936,.329079173303858
59,in the last year?,12/7/2017,12/7/2017,1,39,2,1,12,1,6,2,3,3,1,2,1,3,4,3,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,4,4,4,4,6,6,1,2,3,3,2,1,4,3,3,4,4,1,5,5,5,5,5,5,5,5,5,5,.976147976702522,.538691001279906
63,in the last year?,12/8/2017,12/10/2017,2,20,2,1,6,2,3,1,1,1,1,1,2,4,8,3,1,1,1,1,9,1,9,9,9,9,9,1,9,9,9,9,2,1,2,2,2,3,4,3,1,2,3,2,1,1,2,2,2,1,4,1,3,3,3,4,4,4,3,3,4,3,.957326647455529,1.52805916309385
64,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,37,2,1,12,1,5,2,3,3,98,3,1,3,6,3,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,4,1,3,3,3,2,3,3,1,3,2,3,2,2,2,2,2,2,2,1,3,3,3,2,3,2,3,3,3,3,.976147976702522,.338447957331078
65,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,75,2,1,3,5,3,7,6,5,2,2,1,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,3,4,4,4,1,5,2,3,2,2,2,3,3,3,2,1,5,3,3,5,2,5,3,3,5,3,.908561181357801,1.22883976931181
71,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,73,2,1,2,5,5,7,6,5,3,1,2,2,5,3,1,1,9,9,1,9,9,1,9,9,9,9,9,9,9,9,4,1,2,2,2,3,4,2,1,4,2,3,1,1,1,3,3,3,4,1,3,2,3,2,2,2,2,3,3,3,.9106518871856,.468405495869421
72,in the last year?,12/8/2017,12/8/2017,1,57,2,1,12,5,5,1,5,5,3,1,1,2,7,3,9,9,9,9,1,9,9,9,1,9,1,9,1,9,9,9,4,1,2,2,2,3,4,2,1,1,2,1,2,1,5,3,2,3,4,1,5,1,4,4,3,2,2,3,1,2,.898965992217575,.516359417382089
73,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,48,2,1,4,5,4,7,4,4,11,2,2,2,4,3,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,1,2,1,1,1,5,4,1,4,2,2,2,2,2,3,3,4,4,1,3,2,3,2,3,2,4,4,4,4,.911690933219936,.00240413101999143
82,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,33,2,1,999,1,4,1,2,2,99,3,2,2,998,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,1,4,4,4,4,3,3,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,.957428888086943,.480414532345212
85,in the last year?,12/7/2017,12/7/2017,1,75,2,1,998,5,3,7,6,5,2,2,1,3,998,3,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,3,2,4,4,1,4,3,3,4,2,2,3,3,4,2,1,3,3,3,4,2,2,3,3,4,2,.908561181357801,1.22883976931181
86,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,63,2,1,7,5,5,1,5,5,98,2,1,2,999,3,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,4,1,2,2,3,3,4,4,1,4,2,4,1,2,2,3,3,3,3,1,4,3,3,2,3,2,3,3,5,5,.933192201853585,.366545444458765
87,in the last year?,12/7/2017,12/7/2017,1,30,2,1,7,1,6,1,2,2,98,4,2,2,4,3,1,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,5,1,4,2,3,2,6,2,1,2,5,3,5,2,5,5,2,5,5,1,3,5,5,5,5,5,3,3,5,3,.957428888086943,.272391460782566
91,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,39,2,1,7,2,3,1,3,3,1,3,7,3,5,3,1,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,2,1,2,2,2,2,4,4,1,3,3,2,1,2,2,2,2,3,3,1,3,3,3,2,3,3,2,3,3,3,.976147976702522,1.20979780908934
92,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,56,2,1,9,2,5,2,5,5,12,2,1,3,6,3,1,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,4,1,4,2,2,3,4,3,1,3,2,3,2,1,2,2,2,4,3,1,4,2,3,3,2,2,1,2,4,3,.898965992217575,.464436930405799
98,in the last year?,12/7/2017,12/7/2017,1,71,2,1,2,1,4,7,6,5,2,1,1,2,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,4,2,2,4,5,1,5,5,2,1,1,1,1,3,2,2,1,5,3,3,5,1,2,2,3,3,3,.9106518871856,.968855145416187
111,in the last year?,12/8/2017,12/8/2017,2,34,2,1,8,2,6,6,2,2,2,2,2,6,2,3,1,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,5,1,2,1,2,2,1,3,1,5,5,4,5,4,5,5,5,1,3,1,3,5,2,3,5,5,4,5,3,3,.928464351023318,1.13102757037626
119,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,36,2,1,4,1,2,5,3,3,1,4,6,5,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,4,1,3,2,3,5,1,2,2,2,2,4,1,3,2,3,5,2,3,3,2,3,3,.947958477994525,2.04018227882675
128,in the last year?,12/8/2017,12/8/2017,2,53,2,1,2,7,2,2,4,4,3,2,5,4,1,3,1,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,1,1,3,2,2,3,4,4,1,3,3,2,1,1,1,2,2,2,4,1,3,3,3,2,3,2,3,2,3,3,.890093025774777,1.3380187535613
132,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,71,2,1,2,5,3,1,6,5,2,2,4,1,1,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,2,2,2,1,3,3,3,3,1,1,3,3,3,2,1,3,2,2,3,2,2,2,2,3,2,.947246437531575,1.59286233849795
134,in the last year?,12/7/2017,12/7/2017,1,73,2,1,1,5,7,7,6,5,1,1,1,2,1,3,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,5,1,2,2,2,2,4,3,1,1,2,2,2,2,2,3,1,3,3,1,2,2,3,3,1,1,3,2,2,2,.9106518871856,.407540548790224
139,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,49,2,1,6,1,2,3,4,4,1,2,1,4,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,.911690933219936,1.34286875133117
147,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,72,2,1,2,5,3,1,6,5,99,2,5,1,2,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,3,4,2,1,4,2,3,3,1,3,5,3,3,3,1,3,2,3,3,3,3,3,3,3,3,.947246437531575,.530985107168251
159,in the last year?,12/7/2017,12/7/2017,1,81,2,1,6,5,6,1,6,5,1,2,1,2,4,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,5,1,2,2,2,3,4,3,1,2,2,2,2,1,1,3,3,2,3,1,3,3,3,3,2,2,4,3,3,4,.908561181357801,.405935290174225
171,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,61,2,1,6,2,4,1,5,5,2,2,1,2,4,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,1,2,2,2,3,3,3,1,4,2,2,2,1,2,2,2,4,2,1,4,2,3,2,2,3,3,3,4,3,.933192201853585,1.38695916260631
173,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,53,2,1,11,1,3,2,4,4,1,1,1,4,6,3,1,1,9,9,1,9,9,1,1,9,9,9,9,9,9,9,2,1,2,2,3,2,3,2,1,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,2,2,2,2,2,3,.911690933219936,.999609497607932
175,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,55,2,1,11,1,3,2,5,5,1,3,1,4,7,3,1,1,9,1,1,9,9,9,9,9,9,9,1,9,9,9,2,1,3,2,1,1,2,3,1,5,2,1,3,2,3,5,1,5,3,1,4,2,2,3,3,3,2,3,3,2,.898965992217575,1.00896016209651
179,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,71,2,1,5,5,4,7,6,5,1,1,1,2,3,3,9,9,9,9,1,9,1,9,9,9,9,9,9,9,9,9,3,1,2,2,2,3,5,3,1,3,3,3,2,1,3,4,4,3,4,1,3,3,3,2,2,3,3,4,3,4,.947246437531575,.928030910624627
180,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,64,2,1,2,1,5,1,5,5,2,1,5,1,2,3,1,1,9,1,1,9,9,1,1,9,9,9,9,9,9,9,4,1,2,2,2,1,6,4,1,4,2,4,4,1,1,2,3,4,2,1,4,3,4,3,2,2,3,3,4,3,.898965992217575,.846737952329272
184,in the year since Donald Trump became President?,12/9/2017,12/10/2017,1,19,2,2,3,4,5,1,1,1,12,2,7,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,4,1,3,3,2,1,4,4,1,4,2,4,2,1,2,4,3,4,2,1,4,2,3,3,3,2,3,3,3,3,1.33365999835386,.817441052988785
186,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,51,2,1,9,7,4,2,4,4,12,3,1,3,3,3,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,3,1,2,2,2,3,5,5,1,4,4,4,4,1,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,.890093025774777,.703530977735648
187,in the last year?,12/7/2017,12/7/2017,1,77,2,1,1,2,5,1,6,5,2,2,4,1,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,4,1,2,2,2,2,2,2,1,3,2,2,2,1,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,.908561181357801,.765076546196498
192,in the year since Donald Trump became President?,12/7/2017,12/8/2017,1,23,2,1,10,6,5,1,1,1,3,1,7,4,1,3,1,1,9,9,1,1,9,1,9,1,9,1,9,9,9,9,4,1,2,2,3,3,4,2,1,3,1,3,1,1,1,2,2,2,4,1,3,2,3,1,1,1,1,1,1,3,1.4452717031719,.997065663382305
201,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,62,2,1,998,5,3,1,5,5,2,2,1,2,998,3,1,1,9,1,9,1,9,1,9,1,9,9,9,9,9,9,2,1,2,2,2,3,2,3,1,2,2,2,2,1,1,2,2,2,1,1,3,2,2,2,3,2,2,3,2,2,.898965992217575,1.36000152557365
203,in the last year?,12/8/2017,12/8/2017,2,78,2,1,9,2,6,7,6,5,1,1,1,2,6,3,1,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,5,1,2,2,2,2,4,4,1,2,2,2,1,1,1,3,1,2,3,1,3,3,3,2,2,2,3,2,2,3,.870168536462795,.480772023400174
210,in the last year?,12/8/2017,12/8/2017,2,41,2,1,998,7,3,4,3,3,1,3,6,4,998,3,1,1,1,1,1,9,9,9,1,9,9,1,9,9,1,9,2,1,2,3,2,4,5,4,1,4,4,4,2,1,2,3,4,4,4,1,3,3,3,2,2,3,3,3,3,3,.947958477994525,1.5186782630432
215,in the last year?,12/8/2017,12/8/2017,1,45,2,1,4,2,4,1,4,4,12,2,5,1,2,3,1,1,9,1,9,9,9,9,9,9,9,9,1,9,9,9,3,1,2,1,3,1,4,4,1,4,4,4,3,1,2,3,3,3,2,1,4,3,4,3,2,3,3,3,3,3,.911690933219936,.580394174961011
216,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,51,2,1,998,1,6,1,4,4,1,2,5,1,5,3,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,5,1,2,2,2,2,4,4,1,4,2,2,1,1,1,3,3,1,4,1,4,3,3,1,1,2,3,3,1,4,.911690933219936,.445099699395765
219,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,50,2,1,998,7,3,1,4,4,2,2,2,2,998,3,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,1,2,4,4,1,3,3,3,3,1,3,2,4,4,1,1,2,2,2,2,3,2,2,1,1,1,.890093025774777,1.63326227339429
225,in the last year?,12/8/2017,12/8/2017,1,37,2,1,8,1,3,1,3,3,2,1,1,2,3,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,3,2,1,1,3,4,1,4,3,4,1,3,2,3,4,4,3,1,4,3,4,1,3,3,3,3,4,3,.976147976702522,1.63071539175378
226,in the last year?,12/7/2017,12/7/2017,1,83,2,1,5,2,2,7,6,5,2,2,1,2,3,3,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,2,4,3,1,4,2,2,4,1,2,2,2,4,2,1,3,3,3,3,2,3,3,3,3,3,.908561181357801,1.6508151738761
227,in the last year?,12/7/2017,12/7/2017,1,60,2,1,7,5,4,7,5,5,2,1,1,2,4,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,2,4,2,1,4,3,4,3,1,3,3,3,4,2,1,4,3,3,4,2,3,3,3,4,2,.898965992217575,1.06804357085128
232,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,20,2,2,5,1,7,2,1,1,3,2,1,3,4,3,1,1,9,1,9,1,9,9,1,9,1,1,1,9,1,9,5,1,3,2,1,3,4,2,1,4,3,3,2,2,1,2,1,3,1,1,4,3,2,2,2,3,3,4,3,4,.883396701303704,.509792673608123
